,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,cloud(%),solar(W/m2),telop_code,telop_name
2022-11-27 14:00:00+09:00,14820,13890,13860,13060,27/11/2022 14:00,0,33022,0,5001.22,10,晴れ
2022-11-27 14:30:00+09:00,11160,10480,10460,9950,27/11/2022 14:30,0,19891,0,4264.41,10,晴れ
2022-11-27 15:00:00+09:00,7080,6680,6660,6420,27/11/2022 15:00,370,5249,0,3411.92,10,晴れ
2022-11-27 15:30:00+09:00,2520,2300,2400,2320,27/11/2022 15:30,12733,0,0,2458.32,10,晴れ
2022-11-27 16:00:00+09:00,160,160,160,140,27/11/2022 16:00,26363,0,0,1419.95,10,晴れ
2022-11-27 16:30:00+09:00,0,0,0,0,27/11/2022 16:30,27846,0,0,314.57,10,晴れ
2022-11-27 17:00:00+09:00,0,0,0,0,27/11/2022 17:00,27553,0,0,0,10,晴れ
2022-11-27 17:30:00+09:00,0,0,0,0,27/11/2022 17:30,27816,0,0,0,10,晴れ
2022-11-27 18:00:00+09:00,0,0,0,0,27/11/2022 18:00,28777,0,0,0,10,晴れ
2022-11-27 18:30:00+09:00,0,0,0,0,27/11/2022 18:30,28112,0,0,0,10,晴れ
2022-11-27 19:00:00+09:00,0,0,0,0,27/11/2022 19:00,8301,0,0,0,10,晴れ
2022-11-27 19:30:00+09:00,0,0,0,0,27/11/2022 19:30,3961,0,10,0,10,晴れ
2022-11-27 20:00:00+09:00,0,0,0,0,27/11/2022 20:00,3691,0,20,0,10,晴れ
2022-11-27 20:30:00+09:00,0,0,0,0,27/11/2022 20:30,3619,0,32,0,10,晴れ
2022-11-27 21:00:00+09:00,0,0,0,0,27/11/2022 21:00,3370,0,44,0,10,晴れ
2022-11-27 21:30:00+09:00,0,0,0,0,27/11/2022 21:30,3082,0,51,0,10,晴れ
2022-11-27 22:00:00+09:00,0,0,0,0,27/11/2022 22:00,2899,0,58,0,10,晴れ
2022-11-27 22:30:00+09:00,0,0,0,0,27/11/2022 22:30,3094,0,61,0,10,晴れ
2022-11-27 23:00:00+09:00,0,0,0,0,27/11/2022 23:00,2958,0,64,0,10,晴れ
2022-11-27 23:30:00+09:00,0,0,0,0,27/11/2022 23:30,2987,0,55,0,10,晴れ
2022-11-28 00:00:00+09:00,0,0,0,0,28/11/2022 0:00,2969,0,93,0,21,薄曇
2022-11-28 00:30:00+09:00,0,0,0,0,28/11/2022 0:30,2520,0,100,0,21,薄曇
2022-11-28 01:00:00+09:00,0,0,0,0,28/11/2022 1:00,2531,0,100,0,21,薄曇
2022-11-28 01:30:00+09:00,0,0,0,0,28/11/2022 1:30,2470,0,98,0,21,薄曇
2022-11-28 02:00:00+09:00,0,0,0,0,28/11/2022 2:00,2487,0,99,0,22,くもり
2022-11-28 02:30:00+09:00,0,0,0,0,28/11/2022 2:30,2419,0,100,0,21,薄曇
2022-11-28 03:00:00+09:00,0,0,0,0,28/11/2022 3:00,2534,0,100,0,21,薄曇
2022-11-28 03:30:00+09:00,0,0,0,0,28/11/2022 3:30,2452,0,100,0,21,薄曇
2022-11-28 04:00:00+09:00,0,0,0,0,28/11/2022 4:00,2595,0,100,0,21,薄曇
2022-11-28 04:30:00+09:00,0,0,0,0,28/11/2022 4:30,2478,0,100,0,22,くもり
2022-11-28 05:00:00+09:00,0,0,0,0,28/11/2022 5:00,2763,0,100,0,22,くもり
2022-11-28 05:30:00+09:00,0,0,0,0,28/11/2022 5:30,2628,0,100,0,22,くもり
2022-11-28 06:00:00+09:00,0,0,0,0,28/11/2022 6:00,2758,0,100,0,22,くもり
2022-11-28 06:30:00+09:00,0,0,0,0,28/11/2022 6:30,3028,0,100,0,22,くもり
2022-11-28 07:00:00+09:00,430,420,430,390,28/11/2022 7:00,1393,35,100,153.18,22,くもり
2022-11-28 07:30:00+09:00,1720,1630,1630,1560,28/11/2022 7:30,3,1981,100,591.03,22,くもり
2022-11-28 08:00:00+09:00,2420,2290,2300,2200,28/11/2022 8:00,120,1427,100,929.3,22,くもり
2022-11-28 08:30:00+09:00,4970,4670,4680,4470,28/11/2022 8:30,604,5310,100,1246.27,22,くもり
2022-11-28 09:00:00+09:00,6300,5950,5960,5660,28/11/2022 9:00,2510,4557,99,1519.52,22,くもり
2022-11-28 09:30:00+09:00,11800,11120,11160,10740,28/11/2022 9:30,0,22803,93,2016.98,22,くもり
2022-11-28 10:00:00+09:00,12550,11860,11910,11540,28/11/2022 10:00,0,25650,87,2472.16,22,くもり
2022-11-28 10:30:00+09:00,10450,9790,9770,9410,28/11/2022 10:30,0,17198,75,3147.24,22,くもり
2022-11-28 11:00:00+09:00,10820,10120,10120,9660,28/11/2022 11:00,0,18421,66,3779.37,22,くもり
2022-11-28 11:30:00+09:00,11550,10490,10260,9660,28/11/2022 11:30,426,20089,74,3916.46,22,くもり
2022-11-28 12:00:00+09:00,12560,11650,11260,10770,28/11/2022 12:00,38,23949,71,3959.72,22,くもり
2022-11-28 12:30:00+09:00,15000,14240,14190,13420,28/11/2022 12:30,0,34429,86,4010.47,22,くもり
2022-11-28 13:00:00+09:00,6500,6060,6030,5750,28/11/2022 13:00,1069,3681,89,3950.14,21,薄曇
2022-11-28 13:30:00+09:00,4360,4070,4050,3710,28/11/2022 13:30,5826,522,41,3809.21,21,薄曇
2022-11-28 14:00:00+09:00,3880,3660,3650,3470,28/11/2022 14:00,10696,1399,39,3543.97,21,薄曇
2022-11-28 14:30:00+09:00,1290,1230,1240,1170,28/11/2022 14:30,18904,0,49,2851.39,21,薄曇
2022-11-28 15:00:00+09:00,1830,1740,1720,1560,28/11/2022 15:00,17227,0,60,2151.3,22,くもり
2022-11-28 15:30:00+09:00,370,360,360,330,28/11/2022 15:30,22740,0,61,1153.57,22,くもり
2022-11-28 16:00:00+09:00,0,0,0,0,28/11/2022 16:00,27349,0,62,509.12,22,くもり
2022-11-28 16:30:00+09:00,0,0,0,0,28/11/2022 16:30,27392,0,61,106.6,22,くもり
2022-11-28 17:00:00+09:00,0,0,0,0,28/11/2022 17:00,27126,0,60,0,22,くもり
2022-11-28 17:30:00+09:00,0,0,0,0,28/11/2022 17:30,27192,0,63,0,22,くもり
2022-11-28 18:00:00+09:00,0,0,0,0,28/11/2022 18:00,26937,0,66,0,22,くもり
2022-11-28 18:30:00+09:00,0,0,0,0,28/11/2022 18:30,25888,0,68,0,31,少雨
2022-11-28 19:00:00+09:00,0,0,0,0,28/11/2022 19:00,10280,0,69,0,31,少雨
2022-11-28 19:30:00+09:00,0,0,0,0,28/11/2022 19:30,2327,0,74,0,31,少雨
2022-11-28 20:00:00+09:00,0,0,0,0,28/11/2022 20:00,2341,0,79,0,31,少雨
2022-11-28 20:30:00+09:00,0,0,0,0,28/11/2022 20:30,2232,0,85,0,32,弱い雨
2022-11-28 21:00:00+09:00,0,0,0,0,28/11/2022 21:00,2306,0,91,0,32,弱い雨
2022-11-28 21:30:00+09:00,0,0,0,0,28/11/2022 21:30,2494,0,89,0,32,弱い雨
2022-11-28 22:00:00+09:00,0,0,0,0,28/11/2022 22:00,2234,0,87,0,32,弱い雨
2022-11-28 22:30:00+09:00,0,0,0,0,28/11/2022 22:30,2307,0,79,0,32,弱い雨
2022-11-28 23:00:00+09:00,0,0,0,0,28/11/2022 23:00,2272,0,70,0,32,弱い雨
2022-11-28 23:30:00+09:00,0,0,0,0,28/11/2022 23:30,2314,0,62,0,32,弱い雨
2022-11-29 00:00:00+09:00,0,0,0,0,29/11/2022 0:00,2276,0,100,0,22,くもり
2022-11-29 00:30:00+09:00,0,0,0,0,29/11/2022 0:30,2303,0,100,0,31,少雨
2022-11-29 01:00:00+09:00,0,0,0,0,29/11/2022 1:00,2279,0,100,0,33,強い雨
2022-11-29 01:30:00+09:00,0,0,0,0,29/11/2022 1:30,2259,0,100,0,31,少雨
2022-11-29 02:00:00+09:00,0,0,0,0,29/11/2022 2:00,2304,0,92,0,31,少雨
2022-11-29 02:30:00+09:00,0,0,0,0,29/11/2022 2:30,2241,0,100,0,31,少雨
2022-11-29 03:00:00+09:00,0,0,0,0,29/11/2022 3:00,2334,0,100,0,31,少雨
2022-11-29 03:30:00+09:00,0,0,0,0,29/11/2022 3:30,2210,0,98,0,32,弱い雨
2022-11-29 04:00:00+09:00,0,0,0,0,29/11/2022 4:00,2327,0,99,0,31,少雨
2022-11-29 04:30:00+09:00,0,0,0,0,29/11/2022 4:30,2243,0,100,0,32,弱い雨
2022-11-29 05:00:00+09:00,0,0,0,0,29/11/2022 5:00,2491,0,99,0,32,弱い雨
2022-11-29 05:30:00+09:00,0,0,0,0,29/11/2022 5:30,2469,0,97,0,33,強い雨
2022-11-29 06:00:00+09:00,0,0,0,0,29/11/2022 6:00,2522,0,99,0,31,少雨
2022-11-29 06:30:00+09:00,0,0,0,0,29/11/2022 6:30,3545,0,98,0,22,くもり
2022-11-29 07:00:00+09:00,0,0,0,0,29/11/2022 7:00,8189,0,98,126.41,31,少雨
2022-11-29 07:30:00+09:00,0,0,0,0,29/11/2022 7:30,12693,0,91,420.85,31,少雨
2022-11-29 08:00:00+09:00,100,110,100,100,29/11/2022 8:00,11905,0,97,703.72,31,少雨
2022-11-29 08:30:00+09:00,30,30,40,20,29/11/2022 8:30,20767,0,100,1071.06,22,くもり
2022-11-29 09:00:00+09:00,2110,2020,2020,1900,29/11/2022 9:00,18498,0,97,1456.94,22,くもり
2022-11-29 09:30:00+09:00,1040,1020,1030,980,29/11/2022 9:30,22452,0,44,1819.17,22,くもり
2022-11-29 10:00:00+09:00,900,860,880,790,29/11/2022 10:00,23061,0,100,2167.87,22,くもり
2022-11-29 10:30:00+09:00,690,670,670,640,29/11/2022 10:30,23821,0,46,2392.54,22,くもり
2022-11-29 11:00:00+09:00,800,790,790,740,29/11/2022 11:00,23709,0,69,2482,22,くもり
2022-11-29 11:30:00+09:00,1120,1080,1100,1040,29/11/2022 11:30,22120,0,100,2297.5,22,くもり
2022-11-29 12:00:00+09:00,1880,1810,1780,1660,29/11/2022 12:00,19844,0,100,1995.01,22,くもり
2022-11-29 12:30:00+09:00,3950,3760,3710,3440,29/11/2022 12:30,11967,204,98,1803.49,31,少雨
2022-11-29 13:00:00+09:00,2080,1990,2010,1920,29/11/2022 13:00,19197,0,88,1625.35,31,少雨
2022-11-29 13:30:00+09:00,1770,1690,1700,1620,29/11/2022 13:30,20091,0,75,1754.56,22,くもり
2022-11-29 14:00:00+09:00,1450,1390,1390,1310,29/11/2022 14:00,20955,0,61,1868.08,22,くもり
2022-11-29 14:30:00+09:00,630,600,590,550,29/11/2022 14:30,24548,0,64,1755.61,22,くもり
2022-11-29 15:00:00+09:00,450,450,450,420,29/11/2022 15:00,25061,0,67,1522.04,22,くもり
2022-11-29 15:30:00+09:00,20,20,20,10,29/11/2022 15:30,26920,0,83,709.74,22,くもり
2022-11-29 16:00:00+09:00,0,0,0,0,29/11/2022 16:00,28555,0,100,376.38,22,くもり
2022-11-29 16:30:00+09:00,0,0,0,0,29/11/2022 16:30,27669,0,87,79.45,22,くもり
2022-11-29 17:00:00+09:00,0,0,0,0,29/11/2022 17:00,27055,0,74,0,22,くもり
2022-11-29 17:30:00+09:00,0,0,0,0,29/11/2022 17:30,26772,0,82,0,32,弱い雨
2022-11-29 18:00:00+09:00,0,0,0,0,29/11/2022 18:00,26741,0,91,0,32,弱い雨
2022-11-29 18:30:00+09:00,0,0,0,0,29/11/2022 18:30,25793,0,90,0,32,弱い雨
2022-11-29 19:00:00+09:00,0,0,0,0,29/11/2022 19:00,7496,0,90,0,32,弱い雨
2022-11-29 19:30:00+09:00,0,0,0,0,29/11/2022 19:30,2323,0,73,0,32,弱い雨
2022-11-29 20:00:00+09:00,0,0,0,0,29/11/2022 20:00,2250,0,56,0,32,弱い雨
2022-11-29 20:30:00+09:00,0,0,0,0,29/11/2022 20:30,2355,0,76,0,32,弱い雨
2022-11-29 21:00:00+09:00,0,0,0,0,29/11/2022 21:00,2294,0,96,0,32,弱い雨
2022-11-29 21:30:00+09:00,0,0,0,0,29/11/2022 21:30,2483,0,71,0,31,少雨
2022-11-29 22:00:00+09:00,0,0,0,0,29/11/2022 22:00,2515,0,46,0,31,少雨
2022-11-29 22:30:00+09:00,0,0,0,0,29/11/2022 22:30,2289,0,47,0,22,くもり
2022-11-29 23:00:00+09:00,0,0,0,0,29/11/2022 23:00,2337,0,48,0,22,くもり
2022-11-29 23:30:00+09:00,0,0,0,0,29/11/2022 23:30,2296,0,48,0,22,くもり
2022-11-30 00:00:00+09:00,0,0,0,0,30/11/2022 0:00,2276,0,73,0,22,くもり
2022-11-30 00:30:00+09:00,0,0,0,0,30/11/2022 0:30,2282,0,92,0,22,くもり
2022-11-30 01:00:00+09:00,0,0,0,0,30/11/2022 1:00,2251,0,96,0,22,くもり
2022-11-30 01:30:00+09:00,0,0,0,0,30/11/2022 1:30,2301,0,38,0,22,くもり
2022-11-30 02:00:00+09:00,0,0,0,0,30/11/2022 2:00,2229,0,67,0,21,薄曇
2022-11-30 02:30:00+09:00,0,0,0,0,30/11/2022 2:30,2284,0,50,0,22,くもり
2022-11-30 03:00:00+09:00,0,0,0,0,30/11/2022 3:00,2201,0,82,0,22,くもり
2022-11-30 03:30:00+09:00,0,0,0,0,30/11/2022 3:30,2219,0,81,0,22,くもり
2022-11-30 04:00:00+09:00,0,0,0,0,30/11/2022 4:00,2188,0,83,0,22,くもり
2022-11-30 04:30:00+09:00,0,0,0,0,30/11/2022 4:30,2287,0,86,0,22,くもり
2022-11-30 05:00:00+09:00,0,0,0,0,30/11/2022 5:00,2406,0,83,0,22,くもり
2022-11-30 05:30:00+09:00,0,0,0,0,30/11/2022 5:30,2439,0,63,0,22,くもり
2022-11-30 06:00:00+09:00,0,0,0,0,30/11/2022 6:00,2436,0,42,0,22,くもり
2022-11-30 06:30:00+09:00,0,0,0,0,30/11/2022 6:30,3843,0,32,0,22,くもり
2022-11-30 07:00:00+09:00,420,420,430,400,30/11/2022 7:00,7679,0,85,211.84,22,くもり
2022-11-30 07:30:00+09:00,2600,2460,2460,2320,30/11/2022 7:30,5670,256,87,537.29,22,くもり
2022-11-30 08:00:00+09:00,8240,7920,7800,7490,30/11/2022 8:00,0,16063,100,835.31,22,くもり
2022-11-30 08:30:00+09:00,9130,8540,8500,8190,30/11/2022 8:30,117,17483,100,939.03,22,くもり
2022-11-30 09:00:00+09:00,5280,4940,4920,4580,30/11/2022 9:00,2542,634,99,1163.22,22,くもり
2022-11-30 09:30:00+09:00,4010,3800,3820,3700,30/11/2022 9:30,6410,0,89,1467.32,22,くもり
2022-11-30 10:00:00+09:00,6670,6300,6270,5900,30/11/2022 10:00,656,3762,62,2391.99,22,くもり
2022-11-30 10:30:00+09:00,11040,10730,10960,10670,30/11/2022 10:30,41,21426,23,3463.52,22,くもり
2022-11-30 11:00:00+09:00,14250,13390,13370,12540,30/11/2022 11:00,0,31367,6,4848.71,21,薄曇
2022-11-30 11:30:00+09:00,17050,16020,15980,15320,30/11/2022 11:30,0,41347,59,4276.94,21,薄曇
2022-11-30 12:00:00+09:00,16360,15350,15310,14460,30/11/2022 12:00,0,38640,100,3594.12,22,くもり
2022-11-30 12:30:00+09:00,10670,9990,9950,9520,30/11/2022 12:30,0,15720,100,2655.83,22,くもり
2022-11-30 13:00:00+09:00,9830,9230,9200,8870,30/11/2022 13:00,0,11937,63,1825.48,22,くもり
2022-11-30 13:30:00+09:00,8660,8130,8120,7680,30/11/2022 13:30,3,7778,43,2446.33,22,くもり
2022-11-30 14:00:00+09:00,7650,7190,7180,6790,30/11/2022 14:00,2,4218,53,2861.85,22,くもり
2022-11-30 14:30:00+09:00,5650,5320,5320,5110,30/11/2022 14:30,3535,0,51,2321.48,22,くもり
2022-11-30 15:00:00+09:00,3960,3710,3580,3360,30/11/2022 15:00,9952,0,49,1762.55,22,くもり
2022-11-30 15:30:00+09:00,1730,1650,1650,1530,30/11/2022 15:30,19766,0,47,1387.88,22,くもり
2022-11-30 16:00:00+09:00,490,480,490,440,30/11/2022 16:00,25041,0,44,867.12,22,くもり
2022-11-30 16:30:00+09:00,0,10,0,0,30/11/2022 16:30,27349,0,42,203.1,21,薄曇
2022-11-30 17:00:00+09:00,0,0,0,0,30/11/2022 17:00,27093,0,40,0,21,薄曇
2022-11-30 17:30:00+09:00,0,0,0,0,30/11/2022 17:30,27417,0,35,0,21,薄曇
2022-11-30 18:00:00+09:00,0,0,0,0,30/11/2022 18:00,26778,0,30,0,22,くもり
2022-11-30 18:30:00+09:00,0,0,0,0,30/11/2022 18:30,25149,0,23,0,22,くもり
2022-11-30 19:00:00+09:00,0,0,0,0,30/11/2022 19:00,9434,0,16,0,22,くもり
2022-11-30 19:30:00+09:00,0,0,0,0,30/11/2022 19:30,2355,0,33,0,22,くもり
2022-11-30 20:00:00+09:00,0,0,0,0,30/11/2022 20:00,2462,0,50,0,22,くもり
2022-11-30 20:30:00+09:00,0,0,0,0,30/11/2022 20:30,2481,0,44,0,22,くもり
2022-11-30 21:00:00+09:00,0,0,0,0,30/11/2022 21:00,2523,0,38,0,22,くもり
2022-11-30 21:30:00+09:00,0,0,0,0,30/11/2022 21:30,2678,0,36,0,22,くもり
2022-11-30 22:00:00+09:00,0,0,0,0,30/11/2022 22:00,2601,0,33,0,21,薄曇
2022-11-30 22:30:00+09:00,0,0,0,0,30/11/2022 22:30,2517,0,33,0,21,薄曇
2022-11-30 23:00:00+09:00,0,0,0,0,30/11/2022 23:00,2481,0,33,0,21,薄曇
2022-11-30 23:30:00+09:00,0,0,0,0,30/11/2022 23:30,2508,0,37,0,21,薄曇
2022-12-01 00:00:00+09:00,0,0,0,0,1/12/2022 0:00,2569,0,8,0,10,晴れ
2022-12-01 00:30:00+09:00,0,0,0,0,1/12/2022 0:30,2520,0,19,0,21,薄曇
2022-12-01 01:00:00+09:00,0,0,0,0,1/12/2022 1:00,2516,0,11,0,10,晴れ
2022-12-01 01:30:00+09:00,0,0,0,0,1/12/2022 1:30,2433,0,2,0,10,晴れ
2022-12-01 02:00:00+09:00,0,0,0,0,1/12/2022 2:00,2508,0,4,0,10,晴れ
2022-12-01 02:30:00+09:00,0,0,0,0,1/12/2022 2:30,2489,0,2,0,10,晴れ
2022-12-01 03:00:00+09:00,0,0,0,0,1/12/2022 3:00,2571,0,4,0,10,晴れ
2022-12-01 03:30:00+09:00,0,0,0,0,1/12/2022 3:30,2464,0,23,0,10,晴れ
2022-12-01 04:00:00+09:00,0,0,0,0,1/12/2022 4:00,2608,0,12,0,10,晴れ
2022-12-01 04:30:00+09:00,0,0,0,0,1/12/2022 4:30,2465,0,15,0,10,晴れ
2022-12-01 05:00:00+09:00,0,0,0,0,1/12/2022 5:00,2704,0,11,0,21,薄曇
2022-12-01 05:30:00+09:00,0,0,0,0,1/12/2022 5:30,2628,0,15,0,10,晴れ
2022-12-01 06:00:00+09:00,0,0,0,0,1/12/2022 6:00,2794,0,6,0,10,晴れ
2022-12-01 06:30:00+09:00,0,0,0,0,1/12/2022 6:30,4765,0,41,0,10,晴れ
2022-12-01 07:00:00+09:00,590,620,570,560,1/12/2022 7:00,8162,0,68,371.25,10,晴れ
2022-12-01 07:30:00+09:00,2920,2930,2830,2750,1/12/2022 7:30,4057,130,58,612.82,22,くもり
2022-12-01 08:00:00+09:00,5220,4930,4910,4670,1/12/2022 8:00,501,4862,59,1107.71,22,くもり
2022-12-01 08:30:00+09:00,4330,4080,4070,3870,1/12/2022 8:30,2686,380,61,1760.95,22,くもり
2022-12-01 09:00:00+09:00,7850,7360,7370,7070,1/12/2022 9:00,981,7838,69,2542.48,22,くもり
2022-12-01 09:30:00+09:00,6800,6380,6370,6040,1/12/2022 9:30,480,3085,64,2778.23,22,くもり
2022-12-01 10:00:00+09:00,5110,4810,4800,4480,1/12/2022 10:00,3629,121,54,2905.93,22,くもり
2022-12-01 10:30:00+09:00,9070,8550,8570,8180,1/12/2022 10:30,403,12079,27,3139.64,22,くもり
2022-12-01 11:00:00+09:00,11760,11070,11100,10660,1/12/2022 11:00,0,21846,9,3298.51,22,くもり
2022-12-01 11:30:00+09:00,10100,9510,9490,8920,1/12/2022 11:30,0,15170,50,3149.24,22,くもり
2022-12-01 12:00:00+09:00,7430,7000,7000,6550,1/12/2022 12:00,9954,925,8,2945.33,22,くもり
2022-12-01 12:30:00+09:00,14510,13600,13600,12870,1/12/2022 12:30,0,19608,7,2925.5,22,くもり
2022-12-01 13:00:00+09:00,23090,21540,21380,20600,1/12/2022 13:00,0,48501,75,2828.95,22,くもり
2022-12-01 13:30:00+09:00,16550,15370,15190,14500,1/12/2022 13:30,2123,29142,69,2738.38,22,くもり
2022-12-01 14:00:00+09:00,10220,9530,9480,8880,1/12/2022 14:00,1855,6340,71,2561.87,22,くもり
2022-12-01 14:30:00+09:00,10700,9990,9640,8750,1/12/2022 14:30,5156,9990,72,2074.06,22,くもり
2022-12-01 15:00:00+09:00,3090,2910,2910,2780,1/12/2022 15:00,25954,0,73,1583.45,22,くもり
2022-12-01 15:30:00+09:00,1500,1420,1420,1340,1/12/2022 15:30,32222,0,70,1128.64,22,くもり
2022-12-01 16:00:00+09:00,30,30,30,30,1/12/2022 16:00,38340,0,66,640.75,22,くもり
2022-12-01 16:30:00+09:00,0,0,0,0,1/12/2022 16:30,39819,0,63,149.18,22,くもり
2022-12-01 17:00:00+09:00,0,0,0,0,1/12/2022 17:00,38446,0,60,0,22,くもり
2022-12-01 17:30:00+09:00,0,0,0,0,1/12/2022 17:30,39163,0,55,0,22,くもり
2022-12-01 18:00:00+09:00,0,0,0,0,1/12/2022 18:00,41529,0,50,0,22,くもり
2022-12-01 18:30:00+09:00,0,0,0,0,1/12/2022 18:30,29976,0,41,0,22,くもり
2022-12-01 19:00:00+09:00,0,0,0,0,1/12/2022 19:00,8866,0,33,0,22,くもり
2022-12-01 19:30:00+09:00,0,0,0,0,1/12/2022 19:30,2556,0,55,0,22,くもり
2022-12-01 20:00:00+09:00,0,0,0,0,1/12/2022 20:00,2549,0,77,0,22,くもり
2022-12-01 20:30:00+09:00,0,0,0,0,1/12/2022 20:30,2549,0,85,0,22,くもり
2022-12-01 21:00:00+09:00,0,0,0,0,1/12/2022 21:00,2558,0,93,0,22,くもり
2022-12-01 21:30:00+09:00,0,0,0,0,1/12/2022 21:30,2681,0,93,0,22,くもり
2022-12-01 22:00:00+09:00,0,0,0,0,1/12/2022 22:00,2603,0,93,0,22,くもり
2022-12-01 22:30:00+09:00,0,0,0,0,1/12/2022 22:30,2573,0,72,0,22,くもり
2022-12-01 23:00:00+09:00,0,0,0,0,1/12/2022 23:00,2579,0,50,0,22,くもり
2022-12-01 23:30:00+09:00,0,0,0,0,1/12/2022 23:30,2492,0,40,0,31,少雨
2022-12-02 00:00:00+09:00,0,0,0,0,2/12/2022 0:00,2540,0,4,0,10,晴れ
2022-12-02 00:30:00+09:00,0,0,0,0,2/12/2022 0:30,2491,0,28,0,10,晴れ
2022-12-02 01:00:00+09:00,0,0,0,0,2/12/2022 1:00,2551,0,12,0,10,晴れ
2022-12-02 01:30:00+09:00,0,0,0,0,2/12/2022 1:30,2598,0,21,0,21,薄曇
2022-12-02 02:00:00+09:00,0,0,0,0,2/12/2022 2:00,2493,0,10,0,21,薄曇
2022-12-02 02:30:00+09:00,0,0,0,0,2/12/2022 2:30,2528,0,42,0,10,晴れ
2022-12-02 03:00:00+09:00,0,0,0,0,2/12/2022 3:00,2399,0,32,0,22,くもり
2022-12-02 03:30:00+09:00,0,0,0,0,2/12/2022 3:30,2523,0,25,0,10,晴れ
2022-12-02 04:00:00+09:00,0,0,0,0,2/12/2022 4:00,2611,0,21,0,21,薄曇
2022-12-02 04:30:00+09:00,0,0,0,0,2/12/2022 4:30,2520,0,75,0,22,くもり
2022-12-02 05:00:00+09:00,0,0,0,0,2/12/2022 5:00,2716,0,88,0,21,薄曇
2022-12-02 05:30:00+09:00,0,0,0,0,2/12/2022 5:30,2698,0,93,0,22,くもり
2022-12-02 06:00:00+09:00,0,0,0,0,2/12/2022 6:00,2776,0,96,0,31,少雨
2022-12-02 06:30:00+09:00,0,0,0,0,2/12/2022 6:30,4262,0,40,0,22,くもり
2022-12-02 07:00:00+09:00,1080,1040,1040,980,2/12/2022 7:00,5445,0,22,221.84,22,くもり
2022-12-02 07:30:00+09:00,4200,3970,3940,3760,2/12/2022 7:30,1453,1819,62,406.47,22,くもり
2022-12-02 08:00:00+09:00,5280,4970,4970,4790,2/12/2022 8:00,317,4597,90,668.72,22,くもり
2022-12-02 08:30:00+09:00,4580,4310,4300,4130,2/12/2022 8:30,4501,2084,56,1236.43,22,くもり
2022-12-02 09:00:00+09:00,10740,10140,10160,9590,2/12/2022 9:00,343,18498,87,2003.46,22,くもり
2022-12-02 09:30:00+09:00,13020,12220,12100,11430,2/12/2022 9:30,0,26127,74,2230.88,22,くもり
2022-12-02 10:00:00+09:00,13330,12450,12270,11510,2/12/2022 10:00,2,26934,46,2331.38,22,くもり
2022-12-02 10:30:00+09:00,14190,13280,13180,12470,2/12/2022 10:30,0,30312,82,2504.25,31,少雨
2022-12-02 11:00:00+09:00,23850,22310,22230,21010,2/12/2022 11:00,0,64453,89,2601.72,31,少雨
2022-12-02 11:30:00+09:00,24150,22600,22500,21750,2/12/2022 11:30,0,66136,67,2904.63,22,くもり
2022-12-02 12:00:00+09:00,23220,21740,21620,20310,2/12/2022 12:00,0,62449,85,3163.13,22,くもり
2022-12-02 12:30:00+09:00,21300,19930,19470,18670,2/12/2022 12:30,0,54696,26,3248.28,22,くもり
2022-12-02 13:00:00+09:00,21610,20240,20030,19030,2/12/2022 13:00,0,56078,46,3244.19,22,くもり
2022-12-02 13:30:00+09:00,19090,17900,17820,17040,2/12/2022 13:30,0,47662,37,3122.4,22,くもり
2022-12-02 14:00:00+09:00,15320,14390,14080,13180,2/12/2022 14:00,0,33130,33,2897.55,22,くもり
2022-12-02 14:30:00+09:00,11470,10810,10760,10350,2/12/2022 14:30,8132,1954,45,2749.41,21,薄曇
2022-12-02 15:00:00+09:00,6660,6260,6240,5970,2/12/2022 15:00,21500,0,57,2437.7,21,薄曇
2022-12-02 15:30:00+09:00,1250,1140,1130,1020,2/12/2022 15:30,46439,0,47,1735.45,21,薄曇
2022-12-02 16:00:00+09:00,150,170,170,140,2/12/2022 16:00,51806,0,37,983.17,21,薄曇
2022-12-02 16:30:00+09:00,0,0,0,0,2/12/2022 16:30,53935,0,30,192.6,21,薄曇
2022-12-02 17:00:00+09:00,0,0,0,0,2/12/2022 17:00,52068,0,24,0,21,薄曇
2022-12-02 17:30:00+09:00,0,0,0,0,2/12/2022 17:30,53866,0,20,0,21,薄曇
2022-12-02 18:00:00+09:00,0,0,0,0,2/12/2022 18:00,53039,0,15,0,22,くもり
2022-12-02 18:30:00+09:00,0,0,0,0,2/12/2022 18:30,52444,0,15,0,22,くもり
2022-12-02 19:00:00+09:00,0,0,0,0,2/12/2022 19:00,6142,0,14,0,22,くもり
2022-12-02 19:30:00+09:00,0,0,0,0,2/12/2022 19:30,2409,0,18,0,22,くもり
2022-12-02 20:00:00+09:00,0,0,0,0,2/12/2022 20:00,2708,0,22,0,22,くもり
2022-12-02 20:30:00+09:00,0,0,0,0,2/12/2022 20:30,2586,0,17,0,22,くもり
2022-12-02 21:00:00+09:00,0,0,0,0,2/12/2022 21:00,2542,0,12,0,21,薄曇
2022-12-02 21:30:00+09:00,0,0,0,0,2/12/2022 21:30,2789,0,8,0,21,薄曇
2022-12-02 22:00:00+09:00,0,0,0,0,2/12/2022 22:00,2625,0,4,0,21,薄曇
2022-12-02 22:30:00+09:00,0,0,0,0,2/12/2022 22:30,2559,0,4,0,21,薄曇
