,30001（Wh）,30011（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,cloud(%),solar(W/m2),telop_code,telop_name
2022-05-22 02:00:00+09:00,0,0,2022-05-22 02:00:00,2421,0,,100.0,0.0,32.0,弱い雨
2022-05-22 02:30:00+09:00,0,0,2022-05-22 02:30:00,2475,0,,100.0,0.0,33.0,強い雨
2022-05-22 03:00:00+09:00,0,0,2022-05-22 03:00:00,2363,0,,100.0,0.0,31.0,少雨
2022-05-22 03:30:00+09:00,0,0,2022-05-22 03:30:00,2444,0,,99.0,0.0,31.0,少雨
2022-05-22 04:00:00+09:00,0,0,2022-05-22 04:00:00,2407,0,,73.0,0.0,31.0,少雨
2022-05-22 04:30:00+09:00,0,0,2022-05-22 04:30:00,2446,0,,86.0,0.0,22.0,くもり
2022-05-22 05:00:00+09:00,240,230,2022-05-22 05:00:00,2006,0,,43.0,219.02,22.0,くもり
2022-05-22 05:30:00+09:00,1310,5290,2022-05-22 05:30:00,145,4414,,31.0,570.2,22.0,くもり
2022-05-22 06:00:00+09:00,4830,19390,2022-05-22 06:00:00,0,21411,,22.0,799.16,22.0,くもり
2022-05-22 06:30:00+09:00,8500,33310,2022-05-22 06:30:00,0,37217,,18.0,2676.83,21.0,薄曇
2022-05-22 07:00:00+09:00,12930,54160,2022-05-22 07:00:00,0,60590,,19.0,3563.36,21.0,薄曇
2022-05-22 07:30:00+09:00,17380,70320,2022-05-22 07:30:00,0,80674,,10.0,4242.97,21.0,薄曇
2022-05-22 08:00:00+09:00,18930,76660,2022-05-22 08:00:00,0,88328,,0.0,5329.51,21.0,薄曇
2022-05-22 08:30:00+09:00,21160,85960,2022-05-22 08:30:00,0,97445,,0.0,6584.53,10.0,晴れ
2022-05-22 09:00:00+09:00,22910,91660,2022-05-22 09:00:00,0,89153,,0.0,7922.5,10.0,晴れ
2022-05-22 09:30:00+09:00,24050,95970,2022-05-22 09:30:00,0,94468,,0.0,8834.45,10.0,晴れ
2022-05-22 10:00:00+09:00,24610,98130,2022-05-22 10:00:00,0,96743,,0.0,9671.19,10.0,晴れ
2022-05-22 10:30:00+09:00,24160,96210,2022-05-22 10:30:00,0,94593,,0.0,9559.59,10.0,晴れ
2022-05-22 11:00:00+09:00,24640,98310,2022-05-22 11:00:00,0,97173,,0.0,9302.69,10.0,晴れ
2022-05-22 11:30:00+09:00,24040,94350,2022-05-22 11:30:00,0,92774,,0.0,9636.6,10.0,晴れ
2022-05-22 12:00:00+09:00,24360,97520,2022-05-22 12:00:00,0,96089,,1.0,9840.85,10.0,晴れ
2022-05-22 12:30:00+09:00,24640,-99901770,2022-05-22 12:30:00,0,97084,,9.0,9993.3,10.0,晴れ
2022-05-22 13:00:00+09:00,24640,97220,2022-05-22 13:00:00,0,95980,,8.0,10006.34,10.0,晴れ
2022-05-22 13:30:00+09:00,24400,95520,2022-05-22 13:30:00,0,94249,,2.0,9824.52,10.0,晴れ
2022-05-22 14:00:00+09:00,23450,88660,2022-05-22 14:00:00,0,86633,,0.0,9493.0,10.0,晴れ
2022-05-22 14:30:00+09:00,22710,87660,2022-05-22 14:30:00,0,84850,,0.0,8912.79,10.0,晴れ
2022-05-22 15:00:00+09:00,20470,77600,2022-05-22 15:00:00,0,72931,,0.0,8127.68,10.0,晴れ
2022-05-22 15:30:00+09:00,17410,66250,2022-05-22 15:30:00,0,58763,,0.0,7242.69,10.0,晴れ
2022-05-22 16:00:00+09:00,14260,53680,2022-05-22 16:00:00,0,43791,,0.0,6272.98,10.0,晴れ
2022-05-22 16:30:00+09:00,10900,40160,2022-05-22 16:30:00,0,27267,,0.0,5235.13,10.0,晴れ
2022-05-22 17:00:00+09:00,6830,23970,2022-05-22 17:00:00,0,8950,,0.0,4146.9,10.0,晴れ
2022-05-22 17:30:00+09:00,3850,12560,2022-05-22 17:30:00,6697,41,,0.0,3026.92,10.0,晴れ
2022-05-22 18:00:00+09:00,1360,3700,2022-05-22 18:00:00,18997,0,,0.0,1894.34,10.0,晴れ
2022-05-22 18:30:00+09:00,240,170,2022-05-22 18:30:00,28109,0,,2.0,758.04,10.0,晴れ
2022-05-22 19:00:00+09:00,0,0,2022-05-22 19:00:00,11695,0,,4.0,0.0,10.0,晴れ
2022-05-22 19:30:00+09:00,0,0,2022-05-22 19:30:00,3351,0,,4.0,0.0,10.0,晴れ
2022-05-22 20:00:00+09:00,0,0,2022-05-22 20:00:00,2352,0,,3.0,0.0,10.0,晴れ
2022-05-22 20:30:00+09:00,0,0,2022-05-22 20:30:00,2388,0,,7.0,0.0,10.0,晴れ
2022-05-22 21:00:00+09:00,0,0,2022-05-22 21:00:00,2454,0,,11.0,0.0,10.0,晴れ
2022-05-22 21:30:00+09:00,0,0,2022-05-22 21:30:00,2370,0,,20.0,0.0,10.0,晴れ
2022-05-22 22:00:00+09:00,0,0,2022-05-22 22:00:00,2420,0,,30.0,0.0,21.0,薄曇
2022-05-22 22:30:00+09:00,0,0,2022-05-22 22:30:00,2287,0,,26.0,0.0,21.0,薄曇
2022-05-22 23:00:00+09:00,0,0,2022-05-22 23:00:00,2519,0,,21.0,0.0,21.0,薄曇
2022-05-22 23:30:00+09:00,0,0,2022-05-22 23:30:00,2476,0,,26.0,0.0,21.0,薄曇
2022-05-23 00:00:00+09:00,0,0,2022-05-23 00:00:00,2490,0,,99.0,0.0,21.0,薄曇
2022-05-23 00:30:00+09:00,0,0,2022-05-23 00:30:00,2492,0,,5.0,0.0,21.0,薄曇
2022-05-23 01:00:00+09:00,0,0,2022-05-23 01:00:00,2477,0,,2.0,0.0,21.0,薄曇
2022-05-23 01:30:00+09:00,0,0,2022-05-23 01:30:00,2419,0,,2.0,0.0,21.0,薄曇
2022-05-23 02:00:00+09:00,0,0,2022-05-23 02:00:00,2436,0,,0.0,0.0,21.0,薄曇
2022-05-23 02:30:00+09:00,0,0,2022-05-23 02:30:00,2447,0,,0.0,0.0,21.0,薄曇
2022-05-23 03:00:00+09:00,0,0,2022-05-23 03:00:00,2359,0,,1.0,0.0,21.0,薄曇
2022-05-23 03:30:00+09:00,0,0,2022-05-23 03:30:00,2405,0,,0.0,0.0,21.0,薄曇
2022-05-23 04:00:00+09:00,0,0,2022-05-23 04:00:00,2390,0,,0.0,0.0,21.0,薄曇
2022-05-23 04:30:00+09:00,60,0,2022-05-23 04:30:00,2445,0,,0.0,0.0,21.0,薄曇
2022-05-23 05:00:00+09:00,710,2570,2022-05-23 05:00:00,461,1354,,0.0,269.69,22.0,くもり
2022-05-23 05:30:00+09:00,2540,11950,2022-05-23 05:30:00,0,12066,,0.0,778.72,22.0,くもり
2022-05-23 06:00:00+09:00,6250,26060,2022-05-23 06:00:00,0,29441,,0.0,753.73,22.0,くもり
2022-05-23 06:30:00+09:00,10200,42110,2022-05-23 06:30:00,0,44632,,0.0,1320.61,22.0,くもり
2022-05-23 07:00:00+09:00,13350,54600,2022-05-23 07:00:00,0,58956,,0.0,1793.79,22.0,くもり
2022-05-23 07:30:00+09:00,16770,68240,2022-05-23 07:30:00,0,75699,,0.0,4479.35,21.0,薄曇
2022-05-23 08:00:00+09:00,19740,79150,2022-05-23 08:00:00,0,89229,,0.0,5351.88,21.0,薄曇
2022-05-23 08:30:00+09:00,22220,89100,2022-05-23 08:30:00,0,99604,,0.0,6079.78,21.0,薄曇
2022-05-23 09:00:00+09:00,24070,95400,2022-05-23 09:00:00,0,93767,,0.0,6741.0,21.0,薄曇
2022-05-23 09:30:00+09:00,24620,98360,2022-05-23 09:30:00,0,97214,,0.0,7752.66,10.0,晴れ
2022-05-23 10:00:00+09:00,24640,97950,2022-05-23 10:00:00,0,96888,,0.0,8727.57,10.0,晴れ
2022-05-23 10:30:00+09:00,24620,98490,2022-05-23 10:30:00,0,97471,,0.0,9689.41,10.0,晴れ
2022-05-23 11:00:00+09:00,24630,98070,2022-05-23 11:00:00,0,96970,,0.0,10560.2,10.0,晴れ
2022-05-23 11:30:00+09:00,24630,98450,2022-05-23 11:30:00,0,97322,,0.0,10567.76,10.0,晴れ
2022-05-23 12:00:00+09:00,24630,97430,2022-05-23 12:00:00,0,96387,,0.0,10431.85,10.0,晴れ
2022-05-23 12:30:00+09:00,24640,97840,2022-05-23 12:30:00,0,96772,,0.0,9745.86,10.0,晴れ
2022-05-23 13:00:00+09:00,24640,98250,2022-05-23 13:00:00,0,97103,,0.0,8969.15,10.0,晴れ
2022-05-23 13:30:00+09:00,24650,97380,2022-05-23 13:30:00,0,96350,,0.0,8964.7,10.0,晴れ
2022-05-23 14:00:00+09:00,24530,95850,2022-05-23 14:00:00,0,94795,,0.0,8819.28,10.0,晴れ
2022-05-23 14:30:00+09:00,23470,90320,2022-05-23 14:30:00,0,88369,,0.0,8288.18,10.0,晴れ
2022-05-23 15:00:00+09:00,21430,80310,2022-05-23 15:00:00,0,76728,,0.0,7639.22,10.0,晴れ
2022-05-23 15:30:00+09:00,18740,69000,2022-05-23 15:30:00,0,63166,,0.0,7031.59,10.0,晴れ
2022-05-23 16:00:00+09:00,15550,57910,2022-05-23 16:00:00,0,49290,,0.0,6290.69,10.0,晴れ
2022-05-23 16:30:00+09:00,12040,43960,2022-05-23 16:30:00,0,32258,,0.0,5270.84,10.0,晴れ
2022-05-23 17:00:00+09:00,8370,29380,2022-05-23 17:00:00,0,14533,,0.0,4186.37,10.0,晴れ
2022-05-23 17:30:00+09:00,5020,15930,2022-05-23 17:30:00,3139,1037,,0.0,3070.15,10.0,晴れ
2022-05-23 18:00:00+09:00,2450,6830,2022-05-23 18:00:00,14333,0,,0.0,1941.26,10.0,晴れ
2022-05-23 18:30:00+09:00,440,730,2022-05-23 18:30:00,40151,0,,5.0,818.96,10.0,晴れ
2022-05-23 19:00:00+09:00,0,0,2022-05-23 19:00:00,32258,0,,10.0,0.0,10.0,晴れ
2022-05-23 19:30:00+09:00,0,0,2022-05-23 19:30:00,29813,0,,24.0,0.0,10.0,晴れ
2022-05-23 20:00:00+09:00,0,0,2022-05-23 20:00:00,29252,0,,38.0,0.0,10.0,晴れ
2022-05-23 20:30:00+09:00,0,0,2022-05-23 20:30:00,29135,0,,42.0,0.0,10.0,晴れ
2022-05-23 21:00:00+09:00,0,0,2022-05-23 21:00:00,28808,0,,47.0,0.0,21.0,薄曇
2022-05-23 21:30:00+09:00,0,0,2022-05-23 21:30:00,28428,0,,45.0,0.0,21.0,薄曇
2022-05-23 22:00:00+09:00,0,0,2022-05-23 22:00:00,28167,0,,44.0,0.0,21.0,薄曇
2022-05-23 22:30:00+09:00,0,0,2022-05-23 22:30:00,28064,0,,39.0,0.0,21.0,薄曇
2022-05-23 23:00:00+09:00,0,0,2022-05-23 23:00:00,28256,0,,35.0,0.0,21.0,薄曇
2022-05-23 23:30:00+09:00,0,0,2022-05-23 23:30:00,28253,0,,32.0,0.0,21.0,薄曇
2022-05-24 00:00:00+09:00,0,0,2022-05-24 00:00:00,28272,0,,100.0,0.0,21.0,薄曇
2022-05-24 00:30:00+09:00,0,0,2022-05-24 00:30:00,28301,0,,100.0,0.0,21.0,薄曇
2022-05-24 01:00:00+09:00,0,0,2022-05-24 01:00:00,28264,0,,100.0,0.0,21.0,薄曇
2022-05-24 01:30:00+09:00,0,0,2022-05-24 01:30:00,28194,0,,92.0,0.0,21.0,薄曇
2022-05-24 02:00:00+09:00,0,0,2022-05-24 02:00:00,28424,0,,85.0,0.0,21.0,薄曇
2022-05-24 02:30:00+09:00,0,0,2022-05-24 02:30:00,28272,0,,69.0,0.0,21.0,薄曇
2022-05-24 03:00:00+09:00,0,0,2022-05-24 03:00:00,28313,0,,91.0,0.0,21.0,薄曇
2022-05-24 03:30:00+09:00,0,0,2022-05-24 03:30:00,28174,0,,67.0,0.0,21.0,薄曇
2022-05-24 04:00:00+09:00,0,0,2022-05-24 04:00:00,23213,0,,90.0,0.0,21.0,薄曇
2022-05-24 04:30:00+09:00,10,0,2022-05-24 04:30:00,3224,0,,68.0,0.0,21.0,薄曇
2022-05-24 05:00:00+09:00,410,880,2022-05-24 05:00:00,2194,234,,67.0,269.69,22.0,くもり
2022-05-24 05:30:00+09:00,1400,5920,2022-05-24 05:30:00,0,4167,,94.0,778.72,22.0,くもり
2022-05-24 06:00:00+09:00,5410,22290,2022-05-24 06:00:00,0,24150,,87.0,753.73,22.0,くもり
2022-05-24 06:30:00+09:00,8730,35560,2022-05-24 06:30:00,0,34624,,43.0,1320.61,22.0,くもり
2022-05-24 07:00:00+09:00,10850,43420,2022-05-24 07:00:00,0,41826,,38.0,1793.79,22.0,くもり
2022-05-24 07:30:00+09:00,14870,59760,2022-05-24 07:30:00,0,61635,,29.0,4479.35,21.0,薄曇
2022-05-24 08:00:00+09:00,19610,79070,2022-05-24 08:00:00,0,85038,,41.0,5351.88,21.0,薄曇
2022-05-24 08:30:00+09:00,21700,86730,2022-05-24 08:30:00,0,94588,,19.0,6079.78,21.0,薄曇
2022-05-24 09:00:00+09:00,18450,72620,2022-05-24 09:00:00,0,77442,,29.0,6741.0,21.0,薄曇
2022-05-24 09:30:00+09:00,23790,94520,2022-05-24 09:30:00,0,103475,,22.0,7752.66,10.0,晴れ
2022-05-24 10:00:00+09:00,24630,97760,2022-05-24 10:00:00,0,104094,,17.0,8727.57,10.0,晴れ
2022-05-24 10:30:00+09:00,24630,98040,2022-05-24 10:30:00,0,103266,,21.0,9689.41,10.0,晴れ
2022-05-24 11:00:00+09:00,24610,98370,2022-05-24 11:00:00,0,102288,,23.0,10560.2,10.0,晴れ
2022-05-24 11:30:00+09:00,24630,98140,2022-05-24 11:30:00,0,101286,,24.0,10567.76,10.0,晴れ
2022-05-24 12:00:00+09:00,24630,98590,2022-05-24 12:00:00,0,101036,,30.0,10431.85,10.0,晴れ
2022-05-24 12:30:00+09:00,24640,98340,2022-05-24 12:30:00,0,100683,,28.0,9745.86,10.0,晴れ
2022-05-24 13:00:00+09:00,24630,98550,2022-05-24 13:00:00,0,100033,,33.0,8969.15,10.0,晴れ
2022-05-24 13:30:00+09:00,24630,96510,2022-05-24 13:30:00,0,96191,,14.0,8964.7,10.0,晴れ
2022-05-24 14:00:00+09:00,13960,53130,2022-05-24 14:00:00,14,43826,,7.0,8819.28,10.0,晴れ
2022-05-24 14:30:00+09:00,12750,48170,2022-05-24 14:30:00,0,39989,,6.0,8288.18,10.0,晴れ
2022-05-24 15:00:00+09:00,21300,79790,2022-05-24 15:00:00,0,79652,,6.0,7639.22,10.0,晴れ
2022-05-24 15:30:00+09:00,17820,67540,2022-05-24 15:30:00,0,62934,,5.0,7031.59,10.0,晴れ
2022-05-24 16:00:00+09:00,14850,55600,2022-05-24 16:00:00,0,48329,,5.0,6290.69,10.0,晴れ
2022-05-24 16:30:00+09:00,11550,41420,2022-05-24 16:30:00,0,30335,,4.0,5270.84,10.0,晴れ
2022-05-24 17:00:00+09:00,8070,28640,2022-05-24 17:00:00,0,16986,,2.0,4186.37,10.0,晴れ
2022-05-24 17:30:00+09:00,4650,15180,2022-05-24 17:30:00,932,3137,,2.0,3070.15,10.0,晴れ
2022-05-24 18:00:00+09:00,1820,4980,2022-05-24 18:00:00,10446,0,,2.0,1941.26,10.0,晴れ
2022-05-24 18:30:00+09:00,290,240,2022-05-24 18:30:00,19205,0,,3.0,818.96,10.0,晴れ
2022-05-24 19:00:00+09:00,0,0,2022-05-24 19:00:00,13018,0,,4.0,0.0,10.0,晴れ
2022-05-24 19:30:00+09:00,0,0,2022-05-24 19:30:00,6276,0,,6.0,0.0,10.0,晴れ
2022-05-24 20:00:00+09:00,0,0,2022-05-24 20:00:00,2611,0,,7.0,0.0,10.0,晴れ
2022-05-24 20:30:00+09:00,0,0,2022-05-24 20:30:00,2650,0,,25.0,0.0,10.0,晴れ
2022-05-24 21:00:00+09:00,0,0,2022-05-24 21:00:00,2681,0,,42.0,0.0,21.0,薄曇
2022-05-24 21:30:00+09:00,0,0,2022-05-24 21:30:00,2460,0,,41.0,0.0,21.0,薄曇
2022-05-24 22:00:00+09:00,0,0,2022-05-24 22:00:00,2393,0,,41.0,0.0,21.0,薄曇
2022-05-24 22:30:00+09:00,0,0,2022-05-24 22:30:00,2636,0,,36.0,0.0,21.0,薄曇
2022-05-24 23:00:00+09:00,0,0,2022-05-24 23:00:00,2684,0,,32.0,0.0,21.0,薄曇
2022-05-24 23:30:00+09:00,0,0,2022-05-24 23:30:00,2719,0,,31.0,0.0,21.0,薄曇
2022-05-25 00:00:00+09:00,0,0,2022-05-25 00:00:00,2698,0,,38.0,0.0,10.0,晴れ
2022-05-25 00:30:00+09:00,0,0,2022-05-25 00:30:00,2487,0,,6.0,0.0,10.0,晴れ
2022-05-25 01:00:00+09:00,0,0,2022-05-25 01:00:00,2547,0,,6.0,0.0,21.0,薄曇
2022-05-25 01:30:00+09:00,0,0,2022-05-25 01:30:00,2484,0,,22.0,0.0,21.0,薄曇
2022-05-25 02:00:00+09:00,0,0,2022-05-25 02:00:00,2519,0,,21.0,0.0,22.0,くもり
2022-05-25 02:30:00+09:00,0,0,2022-05-25 02:30:00,2550,0,,27.0,0.0,22.0,くもり
2022-05-25 03:00:00+09:00,0,0,2022-05-25 03:00:00,2524,0,,28.0,0.0,22.0,くもり
2022-05-25 03:30:00+09:00,0,0,2022-05-25 03:30:00,2503,0,,19.0,0.0,22.0,くもり
2022-05-25 04:00:00+09:00,0,0,2022-05-25 04:00:00,2499,0,,18.0,0.0,22.0,くもり
2022-05-25 04:30:00+09:00,50,0,2022-05-25 04:30:00,2399,0,,16.0,0.0,21.0,薄曇
2022-05-25 05:00:00+09:00,870,2730,2022-05-25 05:00:00,391,1634,,7.0,273.92,22.0,くもり
2022-05-25 05:30:00+09:00,1570,6540,2022-05-25 05:30:00,0,5645,,5.0,1055.19,21.0,薄曇
2022-05-25 06:00:00+09:00,5070,19400,2022-05-25 06:00:00,0,21758,,7.0,1239.75,22.0,くもり
2022-05-25 06:30:00+09:00,8080,32320,2022-05-25 06:30:00,0,32653,,5.0,2187.04,22.0,くもり
2022-05-25 07:00:00+09:00,8920,34870,2022-05-25 07:00:00,0,32235,,3.0,2736.51,22.0,くもり
2022-05-25 07:30:00+09:00,11980,48520,2022-05-25 07:30:00,0,48517,,2.0,2386.81,22.0,くもり
2022-05-25 08:00:00+09:00,14550,57240,2022-05-25 08:00:00,0,59607,,0.0,2291.71,22.0,くもり
2022-05-25 08:30:00+09:00,18530,73880,2022-05-25 08:30:00,0,79472,,4.0,2690.9,22.0,くもり
2022-05-25 09:00:00+09:00,20840,81330,2022-05-25 09:00:00,0,88353,,17.0,3102.69,22.0,くもり
2022-05-25 09:30:00+09:00,24100,90950,2022-05-25 09:30:00,0,100133,,12.0,3243.53,22.0,くもり
2022-05-25 10:00:00+09:00,17630,69300,2022-05-25 10:00:00,0,72533,,12.0,3168.85,22.0,くもり
2022-05-25 10:30:00+09:00,20190,80760,2022-05-25 10:30:00,0,86726,,25.0,2995.82,22.0,くもり
2022-05-25 11:00:00+09:00,19740,78730,2022-05-25 11:00:00,0,83998,,16.0,2900.97,22.0,くもり
2022-05-25 11:30:00+09:00,19630,77980,2022-05-25 11:30:00,0,82129,,15.0,2946.94,31.0,少雨
2022-05-25 12:00:00+09:00,15370,59620,2022-05-25 12:00:00,0,59437,,51.0,2953.4,31.0,少雨
2022-05-25 12:30:00+09:00,15140,59000,2022-05-25 12:30:00,0,61562,,56.0,2920.23,22.0,くもり
2022-05-25 13:00:00+09:00,20210,77590,2022-05-25 13:00:00,0,80611,,38.0,3043.25,22.0,くもり
2022-05-25 13:30:00+09:00,14640,58940,2022-05-25 13:30:00,0,57659,,68.0,2737.96,22.0,くもり
2022-05-25 14:00:00+09:00,22660,89400,2022-05-25 14:00:00,0,94690,,55.0,2591.97,22.0,くもり
2022-05-25 14:30:00+09:00,22990,89180,2022-05-25 14:30:00,0,90723,,58.0,2412.54,22.0,くもり
2022-05-25 15:00:00+09:00,20520,78300,2022-05-25 15:00:00,0,69243,,61.0,2202.75,22.0,くもり
2022-05-25 15:30:00+09:00,17770,66810,2022-05-25 15:30:00,0,60710,,39.0,1966.16,22.0,くもり
2022-05-25 16:00:00+09:00,14730,55260,2022-05-25 16:00:00,0,47251,,17.0,1706.85,22.0,くもり
2022-05-25 16:30:00+09:00,11160,40810,2022-05-25 16:30:00,0,30353,,13.0,1429.24,22.0,くもり
2022-05-25 17:00:00+09:00,7730,27440,2022-05-25 17:00:00,0,15815,,9.0,1138.08,22.0,くもり
2022-05-25 17:30:00+09:00,4580,15040,2022-05-25 17:30:00,732,575,,6.0,838.35,31.0,少雨
2022-05-25 18:00:00+09:00,2110,5820,2022-05-25 18:00:00,9524,0,,3.0,535.19,31.0,少雨
2022-05-25 18:30:00+09:00,390,470,2022-05-25 18:30:00,17787,0,,3.0,233.78,31.0,少雨
2022-05-25 19:00:00+09:00,0,0,2022-05-25 19:00:00,7491,0,,2.0,0.0,31.0,少雨
2022-05-25 19:30:00+09:00,0,0,2022-05-25 19:30:00,4071,0,,2.0,0.0,31.0,少雨
2022-05-25 20:00:00+09:00,0,0,2022-05-25 20:00:00,2519,0,,1.0,0.0,31.0,少雨
2022-05-25 20:30:00+09:00,0,0,2022-05-25 20:30:00,2500,0,,2.0,0.0,32.0,弱い雨
2022-05-25 21:00:00+09:00,0,0,2022-05-25 21:00:00,2432,0,,2.0,0.0,32.0,弱い雨
2022-05-25 21:30:00+09:00,0,0,2022-05-25 21:30:00,2307,0,,7.0,0.0,32.0,弱い雨
2022-05-25 22:00:00+09:00,0,0,2022-05-25 22:00:00,2409,0,,12.0,0.0,32.0,弱い雨
2022-05-25 22:30:00+09:00,0,0,2022-05-25 22:30:00,2426,0,,23.0,0.0,32.0,弱い雨
2022-05-25 23:00:00+09:00,0,0,2022-05-25 23:00:00,2564,0,,34.0,0.0,32.0,弱い雨
2022-05-25 23:30:00+09:00,0,0,2022-05-25 23:30:00,2447,0,,30.0,0.0,32.0,弱い雨
2022-05-26 00:00:00+09:00,0,0,2022-05-26 00:00:00,2470,0,,1.0,0.0,10.0,晴れ
2022-05-26 00:30:00+09:00,0,0,2022-05-26 00:30:00,2465,0,,1.0,0.0,10.0,晴れ
2022-05-26 01:00:00+09:00,0,0,2022-05-26 01:00:00,2529,0,,30.0,0.0,21.0,薄曇
2022-05-26 01:30:00+09:00,0,0,2022-05-26 01:30:00,2512,0,,47.0,0.0,21.0,薄曇
2022-05-26 02:00:00+09:00,0,0,2022-05-26 02:00:00,2495,0,,40.0,0.0,22.0,くもり
2022-05-26 02:30:00+09:00,0,0,2022-05-26 02:30:00,2569,0,,28.0,0.0,22.0,くもり
2022-05-26 03:00:00+09:00,0,0,2022-05-26 03:00:00,2503,0,,44.0,0.0,22.0,くもり
2022-05-26 03:30:00+09:00,0,0,2022-05-26 03:30:00,2483,0,,29.0,0.0,22.0,くもり
2022-05-26 04:00:00+09:00,0,0,2022-05-26 04:00:00,2507,0,,22.0,0.0,22.0,くもり
2022-05-26 04:30:00+09:00,0,0,2022-05-26 04:30:00,2466,0,,35.0,0.0,21.0,薄曇
2022-05-26 05:00:00+09:00,30,0,2022-05-26 05:00:00,2371,0,,62.0,273.92,22.0,くもり
2022-05-26 05:30:00+09:00,860,2950,2022-05-26 05:30:00,797,2164,,57.0,1055.19,21.0,薄曇
2022-05-26 06:00:00+09:00,960,3110,2022-05-26 06:00:00,3474,2183,,64.0,1239.75,22.0,くもり
2022-05-26 06:30:00+09:00,620,1180,2022-05-26 06:30:00,6845,0,,76.0,2187.04,22.0,くもり
2022-05-26 07:00:00+09:00,2080,8450,2022-05-26 07:00:00,1856,1568,,86.0,2736.51,22.0,くもり
2022-05-26 07:30:00+09:00,3560,12890,2022-05-26 07:30:00,927,6345,,96.0,2386.81,22.0,くもり
2022-05-26 08:00:00+09:00,1390,4640,2022-05-26 08:00:00,5642,0,,100.0,2291.71,22.0,くもり
2022-05-26 08:30:00+09:00,3280,11760,2022-05-26 08:30:00,1276,4547,,100.0,2690.9,22.0,くもり
2022-05-26 09:00:00+09:00,7100,26760,2022-05-26 09:00:00,6,21672,,99.0,3102.69,22.0,くもり
2022-05-26 09:30:00+09:00,6420,24170,2022-05-26 09:30:00,731,11895,,99.0,3243.53,22.0,くもり
2022-05-26 10:00:00+09:00,3890,14040,2022-05-26 10:00:00,8761,311,,93.0,3168.85,22.0,くもり
2022-05-26 10:30:00+09:00,3370,12030,2022-05-26 10:30:00,11282,242,,100.0,2995.82,22.0,くもり
2022-05-26 11:00:00+09:00,4600,16930,2022-05-26 11:00:00,6077,1030,,100.0,2900.97,22.0,くもり
2022-05-26 11:30:00+09:00,14650,57880,2022-05-26 11:30:00,2,44165,,100.0,2946.94,31.0,少雨
2022-05-26 12:00:00+09:00,3140,11670,2022-05-26 12:00:00,11581,3190,,99.0,2953.4,31.0,少雨
2022-05-26 12:30:00+09:00,5040,18910,2022-05-26 12:30:00,4425,612,,100.0,2920.23,22.0,くもり
2022-05-26 13:00:00+09:00,1890,6260,2022-05-26 13:00:00,19803,5,,100.0,3043.25,22.0,くもり
2022-05-26 13:30:00+09:00,540,790,2022-05-26 13:30:00,26416,0,,84.0,2737.96,22.0,くもり
2022-05-26 14:00:00+09:00,620,1270,2022-05-26 14:00:00,25175,0,,73.0,2591.97,22.0,くもり
2022-05-26 14:30:00+09:00,660,1540,2022-05-26 14:30:00,25415,0,,71.0,2412.54,22.0,くもり
2022-05-26 15:00:00+09:00,380,440,2022-05-26 15:00:00,22359,0,,69.0,2202.75,22.0,くもり
2022-05-26 15:30:00+09:00,460,460,2022-05-26 15:30:00,26641,0,,73.0,1966.16,22.0,くもり
2022-05-26 16:00:00+09:00,300,120,2022-05-26 16:00:00,26017,0,,78.0,1706.85,22.0,くもり
2022-05-26 16:30:00+09:00,440,560,2022-05-26 16:30:00,25657,0,,76.0,1429.24,22.0,くもり
2022-05-26 17:00:00+09:00,240,80,2022-05-26 17:00:00,26409,0,,75.0,1138.08,22.0,くもり
2022-05-26 17:30:00+09:00,100,0,2022-05-26 17:30:00,28271,0,,86.0,838.35,31.0,少雨
2022-05-26 18:00:00+09:00,20,0,2022-05-26 18:00:00,37248,0,,97.0,535.19,31.0,少雨
2022-05-26 18:30:00+09:00,0,0,2022-05-26 18:30:00,35671,0,,89.0,233.78,31.0,少雨
2022-05-26 19:00:00+09:00,0,0,2022-05-26 19:00:00,28548,0,,82.0,0.0,31.0,少雨
2022-05-26 19:30:00+09:00,0,0,2022-05-26 19:30:00,22658,0,,77.0,0.0,31.0,少雨
2022-05-26 20:00:00+09:00,0,0,2022-05-26 20:00:00,18673,0,,73.0,0.0,31.0,少雨
2022-05-26 20:30:00+09:00,0,0,2022-05-26 20:30:00,16280,0,,76.0,0.0,32.0,弱い雨
2022-05-26 21:00:00+09:00,0,0,2022-05-26 21:00:00,3904,0,,80.0,0.0,32.0,弱い雨
2022-05-26 21:30:00+09:00,0,0,2022-05-26 21:30:00,2549,0,,84.0,0.0,32.0,弱い雨
2022-05-26 22:00:00+09:00,0,0,2022-05-26 22:00:00,2459,0,,88.0,0.0,32.0,弱い雨
2022-05-26 22:30:00+09:00,0,0,2022-05-26 22:30:00,2361,0,,89.0,0.0,32.0,弱い雨
2022-05-26 23:00:00+09:00,0,0,2022-05-26 23:00:00,2751,0,,89.0,0.0,32.0,弱い雨
2022-05-26 23:30:00+09:00,0,0,2022-05-26 23:30:00,2670,0,,83.0,0.0,32.0,弱い雨
2022-05-27 00:00:00+09:00,0,0,2022-05-27 00:00:00,2554,0,,100.0,0.0,22.0,くもり
2022-05-27 00:30:00+09:00,0,0,2022-05-27 00:30:00,2409,0,,100.0,0.0,32.0,弱い雨
2022-05-27 01:00:00+09:00,0,0,2022-05-27 01:00:00,2450,0,,100.0,0.0,34.0,激しい雨
