,30001（Wh）,30011（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,cloud(%),solar(W/m2),telop_code,telop_name
2022-05-27 01:30:00+09:00,0,0,2022-05-27 01:30:00,2446,0,,100.0,0.0,33.0,強い雨
2022-05-27 02:00:00+09:00,0,0,2022-05-27 02:00:00,2492,0,,100.0,0.0,35.0,猛烈な雨
2022-05-27 02:30:00+09:00,0,0,2022-05-27 02:30:00,2421,0,,100.0,0.0,33.0,強い雨
2022-05-27 03:00:00+09:00,0,0,2022-05-27 03:00:00,2478,0,,97.0,0.0,33.0,強い雨
2022-05-27 03:30:00+09:00,0,0,2022-05-27 03:30:00,2493,0,,100.0,0.0,34.0,激しい雨
2022-05-27 04:00:00+09:00,0,0,2022-05-27 04:00:00,2499,0,,100.0,0.0,34.0,激しい雨
2022-05-27 04:30:00+09:00,0,0,2022-05-27 04:30:00,2521,0,,100.0,0.0,22.0,くもり
2022-05-27 05:00:00+09:00,30,0,2022-05-27 05:00:00,2464,0,,100.0,141.2,31.0,少雨
2022-05-27 05:30:00+09:00,730,2180,2022-05-27 05:30:00,824,1309,,100.0,440.45,31.0,少雨
2022-05-27 06:00:00+09:00,1360,4910,2022-05-27 06:00:00,691,1829,,100.0,923.93,22.0,くもり
2022-05-27 06:30:00+09:00,4870,18310,2022-05-27 06:30:00,73,9255,,100.0,1927.44,31.0,少雨
2022-05-27 07:00:00+09:00,9180,35750,2022-05-27 07:00:00,0,30661,,32.0,3794.56,21.0,薄曇
2022-05-27 07:30:00+09:00,18390,73700,2022-05-27 07:30:00,0,76620,,19.0,2897.91,22.0,くもり
2022-05-27 08:00:00+09:00,14320,56880,2022-05-27 08:00:00,0,56042,,19.0,3313.67,22.0,くもり
2022-05-27 08:30:00+09:00,14510,57060,2022-05-27 08:30:00,0,56445,,16.0,3105.76,22.0,くもり
2022-05-27 09:00:00+09:00,13870,54160,2022-05-27 09:00:00,0,44331,,19.0,2692.21,22.0,くもり
2022-05-27 09:30:00+09:00,16830,66070,2022-05-27 09:30:00,0,58300,,100.0,3066.38,22.0,くもり
2022-05-27 10:00:00+09:00,20570,81530,2022-05-27 10:00:00,0,76996,,34.0,3389.4,22.0,くもり
2022-05-27 10:30:00+09:00,20570,81840,2022-05-27 10:30:00,0,76913,,15.0,5584.64,22.0,くもり
2022-05-27 11:00:00+09:00,22490,89790,2022-05-27 11:00:00,0,86674,,6.0,7973.71,21.0,薄曇
2022-05-27 11:30:00+09:00,19390,76280,2022-05-27 11:30:00,0,70441,,100.0,8627.91,21.0,薄曇
2022-05-27 12:00:00+09:00,17230,67050,2022-05-27 12:00:00,0,59463,,57.0,9180.37,10.0,晴れ
2022-05-27 12:30:00+09:00,23570,93270,2022-05-27 12:30:00,0,90944,,6.0,9410.42,10.0,晴れ
2022-05-27 13:00:00+09:00,23800,93640,2022-05-27 13:00:00,0,67232,,27.0,9510.33,10.0,晴れ
2022-05-27 13:30:00+09:00,24630,98320,2022-05-27 13:30:00,0,75982,,19.0,9753.93,10.0,晴れ
2022-05-27 14:00:00+09:00,23750,93720,2022-05-27 14:00:00,19,70132,,3.0,9630.45,10.0,晴れ
2022-05-27 14:30:00+09:00,23770,91130,2022-05-27 14:30:00,0,69086,,1.0,8965.84,10.0,晴れ
2022-05-27 15:00:00+09:00,21900,82970,2022-05-27 15:00:00,0,59268,,0.0,8188.61,10.0,晴れ
2022-05-27 15:30:00+09:00,18600,70070,2022-05-27 15:30:00,0,45911,,4.0,7312.06,10.0,晴れ
2022-05-27 16:00:00+09:00,16160,60050,2022-05-27 16:00:00,0,35261,,8.0,6351.18,10.0,晴れ
2022-05-27 16:30:00+09:00,13050,47810,2022-05-27 16:30:00,0,21526,,22.0,5322.42,10.0,晴れ
2022-05-27 17:00:00+09:00,8600,30360,2022-05-27 17:00:00,1754,2276,,37.0,4243.38,10.0,晴れ
2022-05-27 17:30:00+09:00,4380,14600,2022-05-27 17:30:00,17525,0,,38.0,3016.66,10.0,晴れ
2022-05-27 18:00:00+09:00,1400,4140,2022-05-27 18:00:00,31715,0,,39.0,1808.15,10.0,晴れ
2022-05-27 18:30:00+09:00,320,570,2022-05-27 18:30:00,41923,0,,41.0,763.03,10.0,晴れ
2022-05-27 19:00:00+09:00,0,0,2022-05-27 19:00:00,32871,0,,43.0,0.0,21.0,薄曇
2022-05-27 19:30:00+09:00,0,0,2022-05-27 19:30:00,10495,0,,30.0,0.0,21.0,薄曇
2022-05-27 20:00:00+09:00,0,0,2022-05-27 20:00:00,2588,0,,16.0,0.0,21.0,薄曇
2022-05-27 20:30:00+09:00,0,0,2022-05-27 20:30:00,2330,0,,12.0,0.0,21.0,薄曇
2022-05-27 21:00:00+09:00,0,0,2022-05-27 21:00:00,2362,0,,8.0,0.0,10.0,晴れ
2022-05-27 21:30:00+09:00,0,0,2022-05-27 21:30:00,2343,0,,8.0,0.0,10.0,晴れ
2022-05-27 22:00:00+09:00,0,0,2022-05-27 22:00:00,2372,0,,8.0,0.0,10.0,晴れ
2022-05-27 22:30:00+09:00,0,0,2022-05-27 22:30:00,2355,0,,12.0,0.0,10.0,晴れ
2022-05-27 23:00:00+09:00,0,0,2022-05-27 23:00:00,2456,0,,16.0,0.0,10.0,晴れ
2022-05-27 23:30:00+09:00,0,0,2022-05-27 23:30:00,2490,0,,12.0,0.0,10.0,晴れ
2022-05-28 00:00:00+09:00,0,0,2022-05-28 00:00:00,2611,0,,14.0,0.0,10.0,晴れ
2022-05-28 00:30:00+09:00,0,0,2022-05-28 00:30:00,2563,0,,1.0,0.0,10.0,晴れ
2022-05-28 01:00:00+09:00,0,0,2022-05-28 01:00:00,2521,0,,0.0,0.0,10.0,晴れ
2022-05-28 01:30:00+09:00,0,0,2022-05-28 01:30:00,2456,0,,5.0,0.0,10.0,晴れ
2022-05-28 02:00:00+09:00,0,0,2022-05-28 02:00:00,2420,0,,8.0,0.0,10.0,晴れ
2022-05-28 02:30:00+09:00,0,0,2022-05-28 02:30:00,2533,0,,13.0,0.0,10.0,晴れ
2022-05-28 03:00:00+09:00,0,0,2022-05-28 03:00:00,2478,0,,14.0,0.0,10.0,晴れ
2022-05-28 03:30:00+09:00,0,0,2022-05-28 03:30:00,2410,0,,3.0,0.0,10.0,晴れ
2022-05-28 04:00:00+09:00,0,0,2022-05-28 04:00:00,2395,0,,1.0,0.0,10.0,晴れ
2022-05-28 04:30:00+09:00,30,0,2022-05-28 04:30:00,2337,0,,17.0,0.0,10.0,晴れ
2022-05-28 05:00:00+09:00,220,110,2022-05-28 05:00:00,2024,0,,17.0,522.6,10.0,晴れ
2022-05-28 05:30:00+09:00,1110,3850,2022-05-28 05:30:00,4,2633,,9.0,1592.82,10.0,晴れ
2022-05-28 06:00:00+09:00,2140,8260,2022-05-28 06:00:00,0,6911,,5.0,2744.32,10.0,晴れ
2022-05-28 06:30:00+09:00,6650,25670,2022-05-28 06:30:00,0,18299,,6.0,3878.32,10.0,晴れ
2022-05-28 07:00:00+09:00,9280,36570,2022-05-28 07:00:00,0,31417,,7.0,4976.1,10.0,晴れ
2022-05-28 07:30:00+09:00,16220,66190,2022-05-28 07:30:00,0,67380,,2.0,5552.1,10.0,晴れ
2022-05-28 08:00:00+09:00,19540,79040,2022-05-28 08:00:00,0,83094,,1.0,6350.14,10.0,晴れ
2022-05-28 08:30:00+09:00,21560,85740,2022-05-28 08:30:00,0,90778,,2.0,6673.52,10.0,晴れ
2022-05-28 09:00:00+09:00,23750,94490,2022-05-28 09:00:00,0,92894,,12.0,6839.0,21.0,薄曇
2022-05-28 09:30:00+09:00,20850,82510,2022-05-28 09:30:00,0,78080,,14.0,7645.13,21.0,薄曇
2022-05-28 10:00:00+09:00,22280,89070,2022-05-28 10:00:00,0,85868,,7.0,8391.22,10.0,晴れ
2022-05-28 10:30:00+09:00,16230,64400,2022-05-28 10:30:00,0,56138,,6.0,9068.27,10.0,晴れ
2022-05-28 11:00:00+09:00,19430,76750,2022-05-28 11:00:00,0,71178,,11.0,9655.37,10.0,晴れ
2022-05-28 11:30:00+09:00,11180,44030,2022-05-28 11:30:00,0,35041,,13.0,9959.56,10.0,晴れ
2022-05-28 12:00:00+09:00,21330,84890,2022-05-28 12:00:00,0,80847,,5.0,10140.9,10.0,晴れ
2022-05-28 12:30:00+09:00,17220,68180,2022-05-28 12:30:00,0,60658,,100.0,10153.72,10.0,晴れ
2022-05-28 13:00:00+09:00,16410,62940,2022-05-28 13:00:00,0,54847,,35.0,10028.49,10.0,晴れ
2022-05-28 13:30:00+09:00,19700,78590,2022-05-28 13:30:00,0,73378,,19.0,9661.84,10.0,晴れ
2022-05-28 14:00:00+09:00,22340,88840,2022-05-28 14:00:00,0,85789,,24.0,9167.17,10.0,晴れ
2022-05-28 14:30:00+09:00,24060,92720,2022-05-28 14:30:00,0,91302,,21.0,8761.35,10.0,晴れ
2022-05-28 15:00:00+09:00,20440,77650,2022-05-28 15:00:00,0,73029,,18.0,8200.15,10.0,晴れ
2022-05-28 15:30:00+09:00,18060,68120,2022-05-28 15:30:00,0,61569,,16.0,7258.71,10.0,晴れ
2022-05-28 16:00:00+09:00,15510,58200,2022-05-28 16:00:00,13,49250,,15.0,6243.05,10.0,晴れ
2022-05-28 16:30:00+09:00,12070,44140,2022-05-28 16:30:00,0,32248,,11.0,5264.33,10.0,晴れ
2022-05-28 17:00:00+09:00,7830,27520,2022-05-28 17:00:00,0,11814,,7.0,4224.81,10.0,晴れ
2022-05-28 17:30:00+09:00,4320,14130,2022-05-28 17:30:00,4692,2,,19.0,3129.2,10.0,晴れ
2022-05-28 18:00:00+09:00,1680,4870,2022-05-28 18:00:00,18254,0,,31.0,2018.03,10.0,晴れ
2022-05-28 18:30:00+09:00,340,360,2022-05-28 18:30:00,28840,0,,26.0,888.58,10.0,晴れ
2022-05-28 19:00:00+09:00,0,0,2022-05-28 19:00:00,12650,0,,20.0,0.0,10.0,晴れ
2022-05-28 19:30:00+09:00,0,0,2022-05-28 19:30:00,7891,0,,22.0,0.0,10.0,晴れ
2022-05-28 20:00:00+09:00,0,0,2022-05-28 20:00:00,5004,0,,25.0,0.0,10.0,晴れ
2022-05-28 20:30:00+09:00,0,0,2022-05-28 20:30:00,2500,0,,47.0,0.0,10.0,晴れ
2022-05-28 21:00:00+09:00,0,0,2022-05-28 21:00:00,2423,0,,68.0,0.0,10.0,晴れ
2022-05-28 21:30:00+09:00,0,0,2022-05-28 21:30:00,2414,0,,58.0,0.0,10.0,晴れ
2022-05-28 22:00:00+09:00,0,0,2022-05-28 22:00:00,2382,0,,47.0,0.0,10.0,晴れ
2022-05-28 22:30:00+09:00,0,0,2022-05-28 22:30:00,2324,0,,43.0,0.0,10.0,晴れ
2022-05-28 23:00:00+09:00,0,0,2022-05-28 23:00:00,2455,0,,39.0,0.0,10.0,晴れ
2022-05-28 23:30:00+09:00,0,0,2022-05-28 23:30:00,2367,0,,25.0,0.0,10.0,晴れ
2022-05-29 00:00:00+09:00,0,0,2022-05-29 00:00:00,2486,0,,99.0,0.0,21.0,薄曇
2022-05-29 00:30:00+09:00,0,0,2022-05-29 00:30:00,2487,0,,100.0,0.0,21.0,薄曇
2022-05-29 01:00:00+09:00,0,0,2022-05-29 01:00:00,2455,0,,100.0,0.0,21.0,薄曇
2022-05-29 01:30:00+09:00,0,0,2022-05-29 01:30:00,2437,0,,100.0,0.0,21.0,薄曇
2022-05-29 02:00:00+09:00,0,0,2022-05-29 02:00:00,2430,0,,100.0,0.0,21.0,薄曇
2022-05-29 02:30:00+09:00,0,0,2022-05-29 02:30:00,2414,0,,100.0,0.0,21.0,薄曇
2022-05-29 03:00:00+09:00,0,0,2022-05-29 03:00:00,2372,0,,91.0,0.0,10.0,晴れ
2022-05-29 03:30:00+09:00,0,0,2022-05-29 03:30:00,2452,0,,0.0,0.0,10.0,晴れ
2022-05-29 04:00:00+09:00,0,0,2022-05-29 04:00:00,2429,0,,0.0,0.0,10.0,晴れ
2022-05-29 04:30:00+09:00,120,0,2022-05-29 04:30:00,2234,0,,0.0,0.0,10.0,晴れ
2022-05-29 05:00:00+09:00,890,3770,2022-05-29 05:00:00,180,2394,,0.0,552.73,10.0,晴れ
2022-05-29 05:30:00+09:00,2820,13360,2022-05-29 05:30:00,0,13730,,0.0,1660.22,10.0,晴れ
2022-05-29 06:00:00+09:00,6340,26440,2022-05-29 06:00:00,0,29858,,0.0,2780.65,10.0,晴れ
2022-05-29 06:30:00+09:00,9930,41120,2022-05-29 06:30:00,0,46110,,0.0,3894.84,10.0,晴れ
2022-05-29 07:00:00+09:00,13460,55130,2022-05-29 07:00:00,0,61976,,0.0,4983.73,10.0,晴れ
2022-05-29 07:30:00+09:00,16650,67920,2022-05-29 07:30:00,0,76015,,0.0,6028.69,10.0,晴れ
2022-05-29 08:00:00+09:00,19500,78660,2022-05-29 08:00:00,0,87529,,0.0,7011.84,10.0,晴れ
2022-05-29 08:30:00+09:00,22000,88450,2022-05-29 08:30:00,0,97398,,0.0,7916.36,10.0,晴れ
2022-05-29 09:00:00+09:00,23690,94470,2022-05-29 09:00:00,0,84901,,0.0,8726.78,10.0,晴れ
2022-05-29 09:30:00+09:00,24500,97600,2022-05-29 09:30:00,0,89004,,0.0,9429.21,10.0,晴れ
2022-05-29 10:00:00+09:00,24640,97640,2022-05-29 10:00:00,0,87805,,0.0,10011.66,10.0,晴れ
2022-05-29 10:30:00+09:00,24640,98320,2022-05-29 10:30:00,0,85134,,0.0,10464.14,10.0,晴れ
2022-05-29 11:00:00+09:00,24640,97940,2022-05-29 11:00:00,0,83164,,0.0,10778.93,10.0,晴れ
2022-05-29 11:30:00+09:00,24640,98100,2022-05-29 11:30:00,0,83296,,0.0,10950.62,10.0,晴れ
2022-05-29 12:00:00+09:00,24630,97960,2022-05-29 12:00:00,0,82098,,0.0,10976.29,10.0,晴れ
2022-05-29 12:30:00+09:00,24640,98080,2022-05-29 12:30:00,0,82191,,0.0,10855.5,10.0,晴れ
2022-05-29 13:00:00+09:00,24640,96780,2022-05-29 13:00:00,0,79336,,0.0,10590.31,10.0,晴れ
2022-05-29 13:30:00+09:00,24630,96440,2022-05-29 13:30:00,0,77843,,0.0,10185.26,10.0,晴れ
2022-05-29 14:00:00+09:00,24190,93720,2022-05-29 14:00:00,0,75243,,0.0,9647.28,10.0,晴れ
2022-05-29 14:30:00+09:00,23000,87500,2022-05-29 14:30:00,0,66704,,0.0,8985.57,10.0,晴れ
2022-05-29 15:00:00+09:00,20950,79280,2022-05-29 15:00:00,0,57534,,0.0,8211.46,10.0,晴れ
2022-05-29 15:30:00+09:00,18320,69240,2022-05-29 15:30:00,0,45568,,0.0,7338.2,10.0,晴れ
2022-05-29 16:00:00+09:00,15400,57180,2022-05-29 16:00:00,0,30257,,0.0,6380.71,10.0,晴れ
2022-05-29 16:30:00+09:00,12180,44620,2022-05-29 16:30:00,0,16134,,0.0,5355.4,10.0,晴れ
2022-05-29 17:00:00+09:00,8690,30660,2022-05-29 17:00:00,2099,2083,,0.0,4279.8,10.0,晴れ
2022-05-29 17:30:00+09:00,5120,16510,2022-05-29 17:30:00,16121,0,,0.0,3172.31,10.0,晴れ
2022-05-29 18:00:00+09:00,2210,5840,2022-05-29 18:00:00,30208,0,,0.0,2051.88,10.0,晴れ
2022-05-29 18:30:00+09:00,390,410,2022-05-29 18:30:00,39317,0,,0.0,937.69,10.0,晴れ
2022-05-29 19:00:00+09:00,0,0,2022-05-29 19:00:00,14577,0,,0.0,0.0,10.0,晴れ
2022-05-29 19:30:00+09:00,0,0,2022-05-29 19:30:00,4890,0,,0.0,0.0,10.0,晴れ
2022-05-29 20:00:00+09:00,0,0,2022-05-29 20:00:00,2570,0,,0.0,0.0,10.0,晴れ
2022-05-29 20:30:00+09:00,0,0,2022-05-29 20:30:00,2509,0,,11.0,0.0,10.0,晴れ
2022-05-29 21:00:00+09:00,0,0,2022-05-29 21:00:00,2393,0,,22.0,0.0,10.0,晴れ
2022-05-29 21:30:00+09:00,0,0,2022-05-29 21:30:00,2445,0,,11.0,0.0,10.0,晴れ
2022-05-29 22:00:00+09:00,0,0,2022-05-29 22:00:00,2287,0,,0.0,0.0,10.0,晴れ
2022-05-29 22:30:00+09:00,0,0,2022-05-29 22:30:00,2368,0,,12.0,0.0,10.0,晴れ
2022-05-29 23:00:00+09:00,0,0,2022-05-29 23:00:00,2441,0,,24.0,0.0,10.0,晴れ
2022-05-29 23:30:00+09:00,0,0,2022-05-29 23:30:00,2350,0,,29.0,0.0,10.0,晴れ
2022-05-30 00:00:00+09:00,0,0,2022-05-30 00:00:00,2505,0,,22.0,0.0,10.0,晴れ
2022-05-30 00:30:00+09:00,0,0,2022-05-30 00:30:00,2359,0,,91.0,0.0,10.0,晴れ
2022-05-30 01:00:00+09:00,0,0,2022-05-30 01:00:00,2475,0,,100.0,0.0,10.0,晴れ
2022-05-30 01:30:00+09:00,0,0,2022-05-30 01:30:00,2458,0,,38.0,0.0,21.0,薄曇
2022-05-30 02:00:00+09:00,0,0,2022-05-30 02:00:00,2334,0,,0.0,0.0,10.0,晴れ
2022-05-30 02:30:00+09:00,0,0,2022-05-30 02:30:00,2468,0,,0.0,0.0,10.0,晴れ
2022-05-30 03:00:00+09:00,0,0,2022-05-30 03:00:00,2456,0,,0.0,0.0,10.0,晴れ
2022-05-30 03:30:00+09:00,0,0,2022-05-30 03:30:00,2477,0,,0.0,0.0,10.0,晴れ
2022-05-30 04:00:00+09:00,0,0,2022-05-30 04:00:00,2348,0,,0.0,0.0,10.0,晴れ
2022-05-30 04:30:00+09:00,80,0,2022-05-30 04:30:00,2280,0,,0.0,0.0,10.0,晴れ
2022-05-30 05:00:00+09:00,830,3360,2022-05-30 05:00:00,366,2251,,0.0,565.52,10.0,晴れ
2022-05-30 05:30:00+09:00,2800,12910,2022-05-30 05:30:00,0,13229,,13.0,1671.39,10.0,晴れ
2022-05-30 06:00:00+09:00,6350,26390,2022-05-30 06:00:00,0,29846,,0.0,2790.26,10.0,晴れ
2022-05-30 06:30:00+09:00,10140,41620,2022-05-30 06:30:00,0,44080,,29.0,3903.0,10.0,晴れ
2022-05-30 07:00:00+09:00,12070,49280,2022-05-30 07:00:00,0,52627,,0.0,4990.56,10.0,晴れ
2022-05-30 07:30:00+09:00,16450,66880,2022-05-30 07:30:00,0,73970,,0.0,6034.33,10.0,晴れ
2022-05-30 08:00:00+09:00,19300,78300,2022-05-30 08:00:00,0,87828,,0.0,7016.46,10.0,晴れ
2022-05-30 08:30:00+09:00,21750,87520,2022-05-30 08:30:00,0,97640,,0.0,7617.52,10.0,晴れ
2022-05-30 09:00:00+09:00,23500,93730,2022-05-30 09:00:00,0,91830,,9.0,8015.21,10.0,晴れ
2022-05-30 09:30:00+09:00,24420,96880,2022-05-30 09:30:00,0,95788,,34.0,8607.03,10.0,晴れ
2022-05-30 10:00:00+09:00,24630,98490,2022-05-30 10:00:00,0,97583,,39.0,9082.37,10.0,晴れ
2022-05-30 10:30:00+09:00,24120,95810,2022-05-30 10:30:00,0,94394,,29.0,8511.96,21.0,薄曇
2022-05-30 11:00:00+09:00,12230,47540,2022-05-30 11:00:00,0,35742,,34.0,7757.83,21.0,薄曇
2022-05-30 11:30:00+09:00,13750,53390,2022-05-30 11:30:00,0,43055,,20.0,8220.47,21.0,薄曇
2022-05-30 12:00:00+09:00,13810,53750,2022-05-30 12:00:00,0,43409,,5.0,8579.81,21.0,薄曇
2022-05-30 12:30:00+09:00,12560,48620,2022-05-30 12:30:00,2,37305,,100.0,9020.12,10.0,晴れ
2022-05-30 13:00:00+09:00,24590,97990,2022-05-30 13:00:00,0,97035,,100.0,9321.75,10.0,晴れ
2022-05-30 13:30:00+09:00,22590,88200,2022-05-30 13:30:00,0,85512,,42.0,8409.08,10.0,晴れ
2022-05-30 14:00:00+09:00,22470,89060,2022-05-30 14:00:00,0,86045,,38.0,7438.29,21.0,薄曇
2022-05-30 14:30:00+09:00,22000,86830,2022-05-30 14:30:00,0,83302,,43.0,6536.62,21.0,薄曇
2022-05-30 15:00:00+09:00,7280,27760,2022-05-30 15:00:00,0,11174,,47.0,5615.94,21.0,薄曇
2022-05-30 15:30:00+09:00,6730,25430,2022-05-30 15:30:00,6,8449,,45.0,4989.42,21.0,薄曇
2022-05-30 16:00:00+09:00,5480,20480,2022-05-30 16:00:00,1373,3982,,42.0,4313.52,21.0,薄曇
2022-05-30 16:30:00+09:00,1670,5470,2022-05-30 16:30:00,15996,0,,60.0,3337.51,22.0,くもり
2022-05-30 17:00:00+09:00,1310,4350,2022-05-30 17:00:00,17549,0,,77.0,2441.76,22.0,くもり
2022-05-30 17:30:00+09:00,1190,3670,2022-05-30 17:30:00,18236,0,,77.0,1420.64,22.0,くもり
2022-05-30 18:00:00+09:00,320,130,2022-05-30 18:00:00,23658,0,,76.0,667.52,22.0,くもり
2022-05-30 18:30:00+09:00,190,200,2022-05-30 18:30:00,28033,0,,72.0,353.06,32.0,弱い雨
2022-05-30 19:00:00+09:00,0,0,2022-05-30 19:00:00,22154,0,,67.0,0.0,32.0,弱い雨
2022-05-30 19:30:00+09:00,0,0,2022-05-30 19:30:00,21885,0,,70.0,0.0,31.0,少雨
2022-05-30 20:00:00+09:00,0,0,2022-05-30 20:00:00,21837,0,,72.0,0.0,31.0,少雨
2022-05-30 20:30:00+09:00,0,0,2022-05-30 20:30:00,21842,0,,76.0,0.0,32.0,弱い雨
2022-05-30 21:00:00+09:00,0,0,2022-05-30 21:00:00,21704,0,,80.0,0.0,32.0,弱い雨
2022-05-30 21:30:00+09:00,0,0,2022-05-30 21:30:00,21723,0,,81.0,0.0,31.0,少雨
2022-05-30 22:00:00+09:00,0,0,2022-05-30 22:00:00,21795,0,,81.0,0.0,31.0,少雨
2022-05-30 22:30:00+09:00,0,0,2022-05-30 22:30:00,21771,0,,84.0,0.0,31.0,少雨
2022-05-30 23:00:00+09:00,0,0,2022-05-30 23:00:00,21844,0,,87.0,0.0,31.0,少雨
2022-05-30 23:30:00+09:00,0,0,2022-05-30 23:30:00,24005,0,,86.0,0.0,31.0,少雨
2022-05-31 00:00:00+09:00,0,0,2022-05-31 00:00:00,48279,0,,100.0,0.0,10.0,晴れ
2022-05-31 00:30:00+09:00,0,0,2022-05-31 00:30:00,42832,0,,100.0,0.0,21.0,薄曇
2022-05-31 01:00:00+09:00,0,0,2022-05-31 01:00:00,39463,0,,100.0,0.0,21.0,薄曇
2022-05-31 01:30:00+09:00,0,0,2022-05-31 01:30:00,37485,0,,99.0,0.0,10.0,晴れ
2022-05-31 02:00:00+09:00,0,0,2022-05-31 02:00:00,16107,0,,100.0,0.0,10.0,晴れ
2022-05-31 02:30:00+09:00,0,0,2022-05-31 02:30:00,2501,0,,100.0,0.0,21.0,薄曇
2022-05-31 03:00:00+09:00,0,0,2022-05-31 03:00:00,2467,0,,100.0,0.0,21.0,薄曇
2022-05-31 03:30:00+09:00,0,0,2022-05-31 03:30:00,2424,0,,99.0,0.0,21.0,薄曇
2022-05-31 04:00:00+09:00,0,0,2022-05-31 04:00:00,2400,0,,100.0,0.0,21.0,薄曇
2022-05-31 04:30:00+09:00,0,0,2022-05-31 04:30:00,2364,0,,99.0,0.0,10.0,晴れ
2022-05-31 05:00:00+09:00,150,0,2022-05-31 05:00:00,2216,0,,92.0,563.45,10.0,晴れ
2022-05-31 05:30:00+09:00,1010,3410,2022-05-31 05:30:00,152,2239,,82.0,1587.73,10.0,晴れ
2022-05-31 06:00:00+09:00,1220,4660,2022-05-31 06:00:00,1354,2567,,94.0,2229.22,21.0,薄曇
2022-05-31 06:30:00+09:00,1090,3100,2022-05-31 06:30:00,9611,0,,99.0,3069.06,21.0,薄曇
2022-05-31 07:00:00+09:00,1660,6360,2022-05-31 07:00:00,5904,0,,98.0,3791.9,21.0,薄曇
2022-05-31 07:30:00+09:00,2630,9530,2022-05-31 07:30:00,2035,421,,97.0,5281.68,10.0,晴れ
2022-05-31 08:00:00+09:00,4740,17400,2022-05-31 08:00:00,0,8302,,98.0,6361.01,10.0,晴れ
2022-05-31 08:30:00+09:00,3990,14370,2022-05-31 08:30:00,54,4540,,99.0,6941.1,10.0,晴れ
2022-05-31 09:00:00+09:00,3410,12180,2022-05-31 09:00:00,7638,28,,100.0,7388.14,10.0,晴れ
2022-05-31 09:30:00+09:00,4510,16510,2022-05-31 09:30:00,3500,1274,,100.0,8228.83,10.0,晴れ
2022-05-31 10:00:00+09:00,10280,39620,2022-05-31 10:00:00,0,26109,,100.0,8999.1,10.0,晴れ
2022-05-31 10:30:00+09:00,21650,85170,2022-05-31 10:30:00,0,81778,,100.0,9159.31,10.0,晴れ
2022-05-31 11:00:00+09:00,22400,88070,2022-05-31 11:00:00,0,85210,,100.0,9181.56,10.0,晴れ
2022-05-31 11:30:00+09:00,20410,80920,2022-05-31 11:30:00,0,76302,,100.0,9096.07,10.0,晴れ
2022-05-31 12:00:00+09:00,22110,87440,2022-05-31 12:00:00,0,84123,,83.0,8885.61,21.0,薄曇
2022-05-31 12:30:00+09:00,20980,83290,2022-05-31 12:30:00,0,79068,,89.0,8868.23,21.0,薄曇
2022-05-31 13:00:00+09:00,24640,98280,2022-05-31 13:00:00,0,97149,,39.0,8730.72,10.0,晴れ
2022-05-31 13:30:00+09:00,15750,62750,2022-05-31 13:30:00,0,53993,,18.0,8294.24,21.0,薄曇
2022-05-31 14:00:00+09:00,17470,69210,2022-05-31 14:00:00,0,62003,,29.0,7759.78,21.0,薄曇
2022-05-31 14:30:00+09:00,19440,77930,2022-05-31 14:30:00,0,72316,,29.0,7015.79,21.0,薄曇
2022-05-31 15:00:00+09:00,13900,54670,2022-05-31 15:00:00,0,44319,,28.0,6218.8,21.0,薄曇
2022-05-31 15:30:00+09:00,9370,36130,2022-05-31 15:30:00,246,22117,,23.0,5510.61,21.0,薄曇
2022-05-31 16:00:00+09:00,10610,39790,2022-05-31 16:00:00,0,26801,,18.0,4752.69,21.0,薄曇
2022-05-31 16:30:00+09:00,14390,52750,2022-05-31 16:30:00,0,43220,,11.0,4292.71,21.0,薄曇
2022-05-31 17:00:00+09:00,9790,34890,2022-05-31 17:00:00,0,21204,,4.0,3678.52,10.0,晴れ
2022-05-31 17:30:00+09:00,5640,18420,2022-05-31 17:30:00,1617,2346,,2.0,2938.51,10.0,晴れ
2022-05-31 18:00:00+09:00,2450,6480,2022-05-31 18:00:00,15201,0,,0.0,2051.56,10.0,晴れ
2022-05-31 18:30:00+09:00,460,530,2022-05-31 18:30:00,27290,0,,16.0,932.33,10.0,晴れ
2022-05-31 19:00:00+09:00,10,0,2022-05-31 19:00:00,22283,0,,31.0,0.0,10.0,晴れ
2022-05-31 19:30:00+09:00,0,0,2022-05-31 19:30:00,21976,0,,17.0,0.0,10.0,晴れ
2022-05-31 20:00:00+09:00,0,0,2022-05-31 20:00:00,22777,0,,2.0,0.0,10.0,晴れ
2022-05-31 20:30:00+09:00,0,0,2022-05-31 20:30:00,21737,0,,1.0,0.0,21.0,薄曇
2022-05-31 21:00:00+09:00,0,0,2022-05-31 21:00:00,21636,0,,0.0,0.0,21.0,薄曇
2022-05-31 21:30:00+09:00,0,0,2022-05-31 21:30:00,21719,0,,0.0,0.0,22.0,くもり
2022-05-31 22:00:00+09:00,0,0,2022-05-31 22:00:00,21778,0,,0.0,0.0,22.0,くもり
2022-05-31 22:30:00+09:00,0,0,2022-05-31 22:30:00,21813,0,,0.0,0.0,22.0,くもり
2022-05-31 23:00:00+09:00,0,0,2022-05-31 23:00:00,25595,0,,0.0,0.0,21.0,薄曇
2022-05-31 23:30:00+09:00,0,0,2022-05-31 23:30:00,27776,0,,0.0,0.0,21.0,薄曇
