,30001（Wh）,30011（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,cloud(%),solar(W/m2),telop_code,telop_name,power_consumption,solar_generation
2022-04-10 13:30:00+09:00,23670,91240,10/4/2022 13:30,0,89349,,0,9480.98,10,晴れ,0,114910
2022-04-10 14:00:00+09:00,22320,85160,10/4/2022 14:00,0,82265,,0,8913.85,10,晴れ,0,107480
2022-04-10 14:30:00+09:00,20190,76080,10/4/2022 14:30,0,71328,,0,8210.21,10,晴れ,0,96270
2022-04-10 15:00:00+09:00,17690,66180,10/4/2022 15:00,0,59085,,0,7382.11,10,晴れ,0,83870
2022-04-10 15:30:00+09:00,14650,54340,10/4/2022 15:30,0,44808,,0,6443.72,10,晴れ,0,68990
2022-04-10 16:00:00+09:00,11320,41170,10/4/2022 16:00,0,28788,,0,5411.09,10,晴れ,0,52490
2022-04-10 16:30:00+09:00,7690,26960,10/4/2022 16:30,280,11526,,0,4301.88,10,晴れ,280,34650
2022-04-10 17:00:00+09:00,4580,14910,10/4/2022 17:00,4242,280,,1,3081.65,10,晴れ,4242,19490
2022-04-10 17:30:00+09:00,1840,5150,10/4/2022 17:30,17187,0,,1,1888.08,10,晴れ,17187,6990
2022-04-10 18:00:00+09:00,230,190,10/4/2022 18:00,24654,0,,2,690.03,10,晴れ,24654,420
2022-04-10 18:30:00+09:00,0,0,10/4/2022 18:30,29249,0,,4,0,10,晴れ,29249,0
2022-04-10 19:00:00+09:00,0,0,10/4/2022 19:00,16075,0,,5,0,10,晴れ,16075,0
2022-04-10 19:30:00+09:00,0,0,10/4/2022 19:30,9048,0,,6,0,10,晴れ,9048,0
2022-04-10 20:00:00+09:00,0,0,10/4/2022 20:00,2314,0,,8,0,10,晴れ,2314,0
2022-04-10 20:30:00+09:00,0,0,10/4/2022 20:30,2410,0,,7,0,10,晴れ,2410,0
2022-04-10 21:00:00+09:00,0,0,10/4/2022 21:00,2380,0,,6,0,10,晴れ,2380,0
2022-04-10 21:30:00+09:00,0,0,10/4/2022 21:30,2392,0,,5,0,10,晴れ,2392,0
2022-04-10 22:00:00+09:00,0,0,10/4/2022 22:00,2313,0,,5,0,10,晴れ,2313,0
2022-04-10 22:30:00+09:00,0,0,10/4/2022 22:30,2366,0,,4,0,10,晴れ,2366,0
2022-04-10 23:00:00+09:00,0,0,10/4/2022 23:00,2481,0,,3,0,10,晴れ,2481,0
2022-04-10 23:30:00+09:00,0,0,10/4/2022 23:30,2403,0,,3,0,10,晴れ,2403,0
2022-04-11 00:00:00+09:00,0,0,11/4/2022 0:00,2438,0,,84,0,21,薄曇,2438,0
2022-04-11 00:30:00+09:00,0,0,11/4/2022 0:30,2468,0,,78,0,10,晴れ,2468,0
2022-04-11 01:00:00+09:00,0,0,11/4/2022 1:00,2276,0,,66,0,21,薄曇,2276,0
2022-04-11 01:30:00+09:00,0,0,11/4/2022 1:30,2470,0,,62,0,21,薄曇,2470,0
2022-04-11 02:00:00+09:00,0,0,11/4/2022 2:00,2384,0,,66,0,10,晴れ,2384,0
2022-04-11 02:30:00+09:00,0,0,11/4/2022 2:30,2353,0,,21,0,10,晴れ,2353,0
2022-04-11 03:00:00+09:00,0,0,11/4/2022 3:00,2498,0,,49,0,10,晴れ,2498,0
2022-04-11 03:30:00+09:00,0,0,11/4/2022 3:30,2356,0,,88,0,10,晴れ,2356,0
2022-04-11 04:00:00+09:00,0,0,11/4/2022 4:00,2372,0,,98,0,21,薄曇,2372,0
2022-04-11 04:30:00+09:00,0,0,11/4/2022 4:30,2400,0,,94,0,22,くもり,2400,0
2022-04-11 05:00:00+09:00,0,0,11/4/2022 5:00,2399,0,,96,0,22,くもり,2399,0
2022-04-11 05:30:00+09:00,220,80,11/4/2022 5:30,2041,0,,92,0,22,くもり,2041,300
2022-04-11 06:00:00+09:00,930,3160,11/4/2022 6:00,396,2092,,98,327.55,22,くもり,396,4090
2022-04-11 06:30:00+09:00,4050,15780,11/4/2022 6:30,0,12016,,91,655.01,22,くもり,0,19830
2022-04-11 07:00:00+09:00,5240,19650,11/4/2022 7:00,0,16745,,95,975.78,22,くもり,0,24890
2022-04-11 07:30:00+09:00,9080,35930,11/4/2022 7:30,0,36493,,99,2108.67,22,くもり,0,45010
2022-04-11 08:00:00+09:00,13240,53090,11/4/2022 8:00,0,57278,,100,2821.97,22,くもり,0,66330
2022-04-11 08:30:00+09:00,14530,56760,11/4/2022 8:30,0,60064,,100,3551.69,22,くもり,0,71290
2022-04-11 09:00:00+09:00,17250,67270,11/4/2022 9:00,0,59907,,68,4298.08,22,くもり,0,84520
2022-04-11 09:30:00+09:00,13890,55290,11/4/2022 9:30,0,45109,,38,5487.97,21,薄曇,0,69180
2022-04-11 10:00:00+09:00,19460,76060,11/4/2022 10:00,0,70759,,54,6721.88,21,薄曇,0,95520
2022-04-11 10:30:00+09:00,22070,88480,11/4/2022 10:30,0,85362,,100,7585.19,21,薄曇,0,110550
2022-04-11 11:00:00+09:00,24360,95820,11/4/2022 11:00,0,94396,,34,8375.9,10,晴れ,0,120180
2022-04-11 11:30:00+09:00,24650,97740,11/4/2022 11:30,0,96650,,66,9343.14,10,晴れ,0,122390
2022-04-11 12:00:00+09:00,24630,98320,11/4/2022 12:00,0,97159,,81,10185.6,10,晴れ,0,122950
2022-04-11 12:30:00+09:00,23960,96090,11/4/2022 12:30,0,94469,,48,10059.23,10,晴れ,0,120050
2022-04-11 13:00:00+09:00,23900,93540,11/4/2022 13:00,0,91800,,2,9777.88,10,晴れ,0,117440
2022-04-11 13:30:00+09:00,18530,71320,11/4/2022 13:30,0,64842,,46,9505.43,10,晴れ,0,89850
2022-04-11 14:00:00+09:00,14740,55970,11/4/2022 14:00,0,46282,,35,8937.82,10,晴れ,0,70710
2022-04-11 14:30:00+09:00,13200,50090,11/4/2022 14:30,0,39213,,56,7549.47,10,晴れ,0,63290
2022-04-11 15:00:00+09:00,13990,53090,11/4/2022 15:00,0,42859,,77,5984.6,21,薄曇,0,67080
2022-04-11 15:30:00+09:00,10540,39380,11/4/2022 15:30,0,26065,,79,5143.86,21,薄曇,0,49920
2022-04-11 16:00:00+09:00,8780,31960,11/4/2022 16:00,0,17105,,82,4253.64,21,薄曇,0,40740
2022-04-11 16:30:00+09:00,5000,17930,11/4/2022 16:30,4667,1398,,90,3416.2,21,薄曇,4667,22930
2022-04-11 17:00:00+09:00,2690,9220,11/4/2022 17:00,16683,0,,99,2517.93,21,薄曇,16683,11910
2022-04-11 17:30:00+09:00,970,2620,11/4/2022 17:30,25867,0,,94,1567.58,21,薄曇,25867,3590
2022-04-11 18:00:00+09:00,110,0,11/4/2022 18:00,29762,0,,88,594.73,21,薄曇,29762,110
2022-04-11 18:30:00+09:00,0,0,11/4/2022 18:30,29478,0,,79,0,21,薄曇,29478,0
2022-04-11 19:00:00+09:00,0,0,11/4/2022 19:00,15137,0,,70,0,10,晴れ,15137,0
2022-04-11 19:30:00+09:00,0,0,11/4/2022 19:30,4559,0,,69,0,21,薄曇,4559,0
2022-04-11 20:00:00+09:00,0,0,11/4/2022 20:00,2830,0,,69,0,21,薄曇,2830,0
2022-04-11 20:30:00+09:00,0,0,11/4/2022 20:30,2334,0,,74,0,21,薄曇,2334,0
2022-04-11 21:00:00+09:00,0,0,11/4/2022 21:00,2352,0,,79,0,10,晴れ,2352,0
2022-04-11 21:30:00+09:00,0,0,11/4/2022 21:30,2283,0,,77,0,21,薄曇,2283,0
2022-04-11 22:00:00+09:00,0,0,11/4/2022 22:00,2300,0,,74,0,21,薄曇,2300,0
2022-04-11 22:30:00+09:00,0,0,11/4/2022 22:30,2422,0,,59,0,21,薄曇,2422,0
2022-04-11 23:00:00+09:00,0,0,11/4/2022 23:00,2510,0,,44,0,22,くもり,2510,0
2022-04-11 23:30:00+09:00,0,0,11/4/2022 23:30,2462,0,,33,0,22,くもり,2462,0
2022-04-12 00:00:00+09:00,0,0,12/4/2022 0:00,2552,0,,23,0,10,晴れ,2552,0
2022-04-12 00:30:00+09:00,0,0,12/4/2022 0:30,2436,0,,8,0,10,晴れ,2436,0
2022-04-12 01:00:00+09:00,0,0,12/4/2022 1:00,2450,0,,7,0,10,晴れ,2450,0
2022-04-12 01:30:00+09:00,0,0,12/4/2022 1:30,2492,0,,1,0,21,薄曇,2492,0
2022-04-12 02:00:00+09:00,0,0,12/4/2022 2:00,2387,0,,3,0,21,薄曇,2387,0
2022-04-12 02:30:00+09:00,0,0,12/4/2022 2:30,2425,0,,0,0,10,晴れ,2425,0
2022-04-12 03:00:00+09:00,0,0,12/4/2022 3:00,2424,0,,0,0,21,薄曇,2424,0
2022-04-12 03:30:00+09:00,0,0,12/4/2022 3:30,2407,0,,0,0,21,薄曇,2407,0
2022-04-12 04:00:00+09:00,0,0,12/4/2022 4:00,2388,0,,0,0,10,晴れ,2388,0
2022-04-12 04:30:00+09:00,0,0,12/4/2022 4:30,2374,0,,0,0,10,晴れ,2374,0
2022-04-12 05:00:00+09:00,0,0,12/4/2022 5:00,2376,0,,0,0,10,晴れ,2376,0
2022-04-12 05:30:00+09:00,470,1180,12/4/2022 5:30,1179,539,,0,48.25,10,晴れ,1179,1650
2022-04-12 06:00:00+09:00,2010,9510,12/4/2022 6:00,0,7839,,0,1213.57,10,晴れ,0,11520
2022-04-12 06:30:00+09:00,3990,14800,12/4/2022 6:30,0,7699,,0,2368.42,10,晴れ,0,18790
2022-04-12 07:00:00+09:00,9950,40380,12/4/2022 7:00,0,38643,,2,3567.07,10,晴れ,0,50330
2022-04-12 07:30:00+09:00,12440,50500,12/4/2022 7:30,0,51017,,7,4617.63,10,晴れ,0,62940
2022-04-12 08:00:00+09:00,15690,63260,12/4/2022 8:00,0,66603,,11,5630.85,10,晴れ,0,78950
2022-04-12 08:30:00+09:00,18530,73670,12/4/2022 8:30,0,76512,,6,6423.53,10,晴れ,0,92200
2022-04-12 09:00:00+09:00,21090,84170,12/4/2022 9:00,0,80145,,6,7080.94,10,晴れ,0,105260
2022-04-12 09:30:00+09:00,22990,91380,12/4/2022 9:30,0,88715,,0,7832.61,10,晴れ,0,114370
2022-04-12 10:00:00+09:00,24020,94870,12/4/2022 10:00,0,93301,,0,8470.18,10,晴れ,0,118890
2022-04-12 10:30:00+09:00,24570,97110,12/4/2022 10:30,0,95943,,0,9260.34,10,晴れ,0,121680
2022-04-12 11:00:00+09:00,24640,98010,12/4/2022 11:00,0,96768,,0,9930.02,10,晴れ,0,122650
2022-04-12 11:30:00+09:00,24650,98160,12/4/2022 11:30,0,97013,,0,10107.63,10,晴れ,0,122810
2022-04-12 12:00:00+09:00,24640,98110,12/4/2022 12:00,0,96806,,0,10128.87,10,晴れ,0,122750
2022-04-12 12:30:00+09:00,24640,97000,12/4/2022 12:30,0,95878,,0,9987.1,10,晴れ,0,121640
2022-04-12 13:00:00+09:00,24520,95440,12/4/2022 13:00,0,94195,,0,9692.53,10,晴れ,0,119960
2022-04-12 13:30:00+09:00,23610,90710,12/4/2022 13:30,0,88771,,13,9200.2,10,晴れ,0,114320
2022-04-12 14:00:00+09:00,22470,85660,12/4/2022 14:00,0,82824,,13,8575.96,10,晴れ,0,108130
2022-04-12 14:30:00+09:00,18790,71170,12/4/2022 14:30,0,66602,,11,7976.6,10,晴れ,0,89960
2022-04-12 15:00:00+09:00,17770,66650,12/4/2022 15:00,0,59890,,9,7244.05,10,晴れ,0,84420
2022-04-12 15:30:00+09:00,14800,54520,12/4/2022 15:30,0,45062,,9,6317.3,10,晴れ,0,69320
2022-04-12 16:00:00+09:00,11740,42630,12/4/2022 16:00,0,30630,,8,5303.3,10,晴れ,0,54370
2022-04-12 16:30:00+09:00,8230,28680,12/4/2022 16:30,0,11178,,7,4274.97,10,晴れ,0,36910
2022-04-12 17:00:00+09:00,4600,14580,12/4/2022 17:00,9307,4,,5,3166.25,10,晴れ,9307,19180
2022-04-12 17:30:00+09:00,1930,5040,12/4/2022 17:30,22542,0,,4,1977.49,10,晴れ,22542,6970
2022-04-12 18:00:00+09:00,280,250,12/4/2022 18:00,29385,0,,3,767.86,10,晴れ,29385,530
2022-04-12 18:30:00+09:00,0,0,12/4/2022 18:30,29060,0,,4,0,10,晴れ,29060,0
2022-04-12 19:00:00+09:00,0,0,12/4/2022 19:00,11041,0,,5,0,10,晴れ,11041,0
2022-04-12 19:30:00+09:00,0,0,12/4/2022 19:30,8736,0,,8,0,10,晴れ,8736,0
2022-04-12 20:00:00+09:00,0,0,12/4/2022 20:00,8731,0,,11,0,10,晴れ,8731,0
2022-04-12 20:30:00+09:00,0,0,12/4/2022 20:30,6503,0,,12,0,10,晴れ,6503,0
2022-04-12 21:00:00+09:00,0,0,12/4/2022 21:00,2273,0,,13,0,10,晴れ,2273,0
2022-04-12 21:30:00+09:00,0,0,12/4/2022 21:30,2300,0,,13,0,10,晴れ,2300,0
2022-04-12 22:00:00+09:00,0,0,12/4/2022 22:00,2450,0,,12,0,10,晴れ,2450,0
2022-04-12 22:30:00+09:00,0,0,12/4/2022 22:30,2253,0,,11,0,10,晴れ,2253,0
2022-04-12 23:00:00+09:00,0,0,12/4/2022 23:00,2654,0,,10,0,10,晴れ,2654,0
2022-04-12 23:30:00+09:00,0,0,12/4/2022 23:30,2537,0,,8,0,10,晴れ,2537,0
2022-04-13 00:00:00+09:00,0,0,13/4/2022 0:00,2422,0,,9,0,10,晴れ,2422,0
2022-04-13 00:30:00+09:00,0,0,13/4/2022 0:30,2351,0,,18,0,21,薄曇,2351,0
2022-04-13 01:00:00+09:00,0,0,13/4/2022 1:00,2490,0,,45,0,21,薄曇,2490,0
2022-04-13 01:30:00+09:00,0,0,13/4/2022 1:30,2432,0,,53,0,21,薄曇,2432,0
2022-04-13 02:00:00+09:00,0,0,13/4/2022 2:00,2334,0,,81,0,21,薄曇,2334,0
2022-04-13 02:30:00+09:00,0,0,13/4/2022 2:30,2429,0,,66,0,22,くもり,2429,0
2022-04-13 03:00:00+09:00,0,0,13/4/2022 3:00,2372,0,,99,0,22,くもり,2372,0
2022-04-13 03:30:00+09:00,0,0,13/4/2022 3:30,2365,0,,99,0,22,くもり,2365,0
2022-04-13 04:00:00+09:00,0,0,13/4/2022 4:00,2294,0,,98,0,22,くもり,2294,0
2022-04-13 04:30:00+09:00,0,0,13/4/2022 4:30,2351,0,,84,0,22,くもり,2351,0
2022-04-13 05:00:00+09:00,0,0,13/4/2022 5:00,2378,0,,85,0,22,くもり,2378,0
2022-04-13 05:30:00+09:00,390,770,13/4/2022 5:30,1348,204,,71,41.57,22,くもり,1348,1160
2022-04-13 06:00:00+09:00,1320,5490,13/4/2022 6:00,276,3326,,72,389.65,22,くもり,276,6810
2022-04-13 06:30:00+09:00,5010,20080,13/4/2022 6:30,72,13952,,93,886.54,22,くもり,72,25090
2022-04-13 07:00:00+09:00,5700,21290,13/4/2022 7:00,0,15762,,97,1293.19,22,くもり,0,26990
2022-04-13 07:30:00+09:00,7180,26870,13/4/2022 7:30,0,22766,,96,1617.01,22,くもり,0,34050
2022-04-13 08:00:00+09:00,10000,38840,13/4/2022 8:00,0,37255,,96,1705.25,22,くもり,0,48840
2022-04-13 08:30:00+09:00,11320,43910,13/4/2022 8:30,0,43491,,91,1866.21,22,くもり,0,55230
2022-04-13 09:00:00+09:00,12940,50860,13/4/2022 9:00,0,39747,,96,2106.54,22,くもり,0,63800
2022-04-13 09:30:00+09:00,19380,76730,13/4/2022 9:30,0,71426,,98,2364.03,22,くもり,0,96110
2022-04-13 10:00:00+09:00,23660,93300,13/4/2022 10:00,0,91506,,99,3163.17,22,くもり,0,116960
2022-04-13 10:30:00+09:00,23680,93310,13/4/2022 10:30,0,91498,,98,4370.13,22,くもり,0,116990
2022-04-13 11:00:00+09:00,23280,90830,13/4/2022 11:00,0,88582,,80,5719.3,22,くもり,0,114110
2022-04-13 11:30:00+09:00,22460,87670,13/4/2022 11:30,0,84809,,86,6321.12,22,くもり,0,110130
2022-04-13 12:00:00+09:00,22660,87020,13/4/2022 12:00,0,84343,,85,6862.95,21,薄曇,0,109680
2022-04-13 12:30:00+09:00,21610,83580,13/4/2022 12:30,0,80082,,91,6833.33,21,薄曇,0,105190
2022-04-13 13:00:00+09:00,22440,87040,13/4/2022 13:00,0,84140,,96,6706.94,21,薄曇,0,109480
2022-04-13 13:30:00+09:00,21140,80060,13/4/2022 13:30,0,76049,,66,6677.71,21,薄曇,0,101200
2022-04-13 14:00:00+09:00,20640,78090,13/4/2022 14:00,0,73847,,57,6520,21,薄曇,0,98730
2022-04-13 14:30:00+09:00,18930,71670,13/4/2022 14:30,0,65829,,47,5973.89,21,薄曇,0,90600
2022-04-13 15:00:00+09:00,16940,63290,13/4/2022 15:00,0,55712,,36,5344.52,21,薄曇,0,80230
2022-04-13 15:30:00+09:00,13260,48750,13/4/2022 15:30,0,37762,,40,4795.97,21,薄曇,0,62010
2022-04-13 16:00:00+09:00,9860,35870,13/4/2022 16:00,1861,23688,,44,4141.68,21,薄曇,1861,45730
2022-04-13 16:30:00+09:00,4010,13790,13/4/2022 16:30,5914,283,,36,2638.69,22,くもり,5914,17800
2022-04-13 17:00:00+09:00,3750,12290,13/4/2022 17:00,8178,575,,27,1469.05,22,くもり,8178,16040
2022-04-13 17:30:00+09:00,1570,4550,13/4/2022 17:30,18604,0,,36,1139.44,22,くもり,18604,6120
2022-04-13 18:00:00+09:00,160,90,13/4/2022 18:00,29636,0,,44,527.31,21,薄曇,29636,250
2022-04-13 18:30:00+09:00,0,0,13/4/2022 18:30,29089,0,,54,0,22,くもり,29089,0
2022-04-13 19:00:00+09:00,0,0,13/4/2022 19:00,11067,0,,65,0,22,くもり,11067,0
2022-04-13 19:30:00+09:00,0,0,13/4/2022 19:30,5794,0,,62,0,22,くもり,5794,0
2022-04-13 20:00:00+09:00,0,0,13/4/2022 20:00,2522,0,,60,0,22,くもり,2522,0
2022-04-13 20:30:00+09:00,0,0,13/4/2022 20:30,2587,0,,68,0,22,くもり,2587,0
2022-04-13 21:00:00+09:00,0,0,13/4/2022 21:00,2386,0,,75,0,22,くもり,2386,0
2022-04-13 21:30:00+09:00,0,0,13/4/2022 21:30,2283,0,,80,0,22,くもり,2283,0
2022-04-13 22:00:00+09:00,0,0,13/4/2022 22:00,2336,0,,84,0,22,くもり,2336,0
2022-04-13 22:30:00+09:00,0,0,13/4/2022 22:30,2267,0,,79,0,22,くもり,2267,0
2022-04-13 23:00:00+09:00,0,0,13/4/2022 23:00,2475,0,,74,0,22,くもり,2475,0
2022-04-13 23:30:00+09:00,0,0,13/4/2022 23:30,2414,0,,71,0,22,くもり,2414,0
2022-04-14 00:00:00+09:00,0,0,14/4/2022 0:00,2438,0,,92,0,21,薄曇,2438,0
2022-04-14 00:30:00+09:00,0,0,14/4/2022 0:30,2538,0,,93,0,22,くもり,2538,0
2022-04-14 01:00:00+09:00,0,0,14/4/2022 1:00,2489,0,,97,0,22,くもり,2489,0
2022-04-14 01:30:00+09:00,0,0,14/4/2022 1:30,2400,0,,92,0,22,くもり,2400,0
2022-04-14 02:00:00+09:00,0,0,14/4/2022 2:00,2372,0,,67,0,22,くもり,2372,0
2022-04-14 02:30:00+09:00,0,0,14/4/2022 2:30,2458,0,,59,0,22,くもり,2458,0
2022-04-14 03:00:00+09:00,0,0,14/4/2022 3:00,2379,0,,99,0,22,くもり,2379,0
2022-04-14 03:30:00+09:00,0,0,14/4/2022 3:30,2356,0,,81,0,22,くもり,2356,0
2022-04-14 04:00:00+09:00,0,0,14/4/2022 4:00,2338,0,,91,0,22,くもり,2338,0
2022-04-14 04:30:00+09:00,0,0,14/4/2022 4:30,2410,0,,91,0,22,くもり,2410,0
2022-04-14 05:00:00+09:00,0,0,14/4/2022 5:00,2461,0,,84,0,22,くもり,2461,0
2022-04-14 05:30:00+09:00,50,0,14/4/2022 5:30,2281,0,,83,42.44,22,くもり,2281,50
2022-04-14 06:00:00+09:00,80,0,14/4/2022 6:00,3211,0,,85,369.49,22,くもり,3211,80
2022-04-14 06:30:00+09:00,350,540,14/4/2022 6:30,7122,0,,76,990.51,22,くもり,7122,890
2022-04-14 07:00:00+09:00,1040,3100,14/4/2022 7:00,4798,0,,80,1014.31,22,くもり,4798,4140
2022-04-14 07:30:00+09:00,2360,8580,14/4/2022 7:30,1667,2555,,87,1321.02,32,弱い雨,1667,10940
2022-04-14 08:00:00+09:00,3450,12330,14/4/2022 8:00,0,5925,,98,1610.22,32,弱い雨,0,15780
2022-04-14 08:30:00+09:00,1970,6930,14/4/2022 8:30,2619,646,,95,1876.94,33,強い雨,2619,8900
2022-04-14 09:00:00+09:00,7560,28470,14/4/2022 9:00,1064,13529,,88,2116.63,33,強い雨,1064,36030
2022-04-14 09:30:00+09:00,1810,6520,14/4/2022 9:30,14786,0,,69,2325.17,32,弱い雨,14786,8330
2022-04-14 10:00:00+09:00,4490,16790,14/4/2022 10:00,5868,3806,,88,2499.02,32,弱い雨,5868,21280
2022-04-14 10:30:00+09:00,2370,8320,14/4/2022 10:30,12477,0,,87,2635.18,32,弱い雨,12477,10690
2022-04-14 11:00:00+09:00,4590,16900,14/4/2022 11:00,6839,4984,,100,2737.9,32,弱い雨,6839,21490
2022-04-14 11:30:00+09:00,12790,48870,14/4/2022 11:30,0,37646,,83,2785.82,31,少雨,0,61660
2022-04-14 12:00:00+09:00,17340,69370,14/4/2022 12:00,0,62057,,78,2797.73,31,少雨,0,86710
2022-04-14 12:30:00+09:00,7320,27710,14/4/2022 12:30,1305,12809,,86,2766.85,31,少雨,1305,35030
2022-04-14 13:00:00+09:00,8460,31990,14/4/2022 13:00,2966,19717,,96,2693.7,31,少雨,2966,40450
2022-04-14 13:30:00+09:00,2590,8820,14/4/2022 13:30,12310,519,,47,3162.98,31,少雨,12310,11410
2022-04-14 14:00:00+09:00,1570,5590,14/4/2022 14:00,16131,0,,45,3883.11,31,少雨,16131,7160
2022-04-14 14:30:00+09:00,1930,6990,14/4/2022 14:30,14288,0,,51,3559.89,22,くもり,14288,8920
2022-04-14 15:00:00+09:00,1540,5410,14/4/2022 15:00,16269,0,,57,3187.48,22,くもり,16269,6950
2022-04-14 15:30:00+09:00,1190,3650,14/4/2022 15:30,18276,0,,63,2471.15,31,少雨,18276,4840
2022-04-14 16:00:00+09:00,370,440,14/4/2022 16:00,22505,0,,68,1834.6,31,少雨,22505,810
2022-04-14 16:30:00+09:00,210,130,14/4/2022 16:30,24883,0,,73,1190.83,31,少雨,24883,340
2022-04-14 17:00:00+09:00,50,0,14/4/2022 17:00,28746,0,,78,873.87,31,少雨,28746,50
2022-04-14 17:30:00+09:00,0,0,14/4/2022 17:30,29548,0,,77,551.17,22,くもり,29548,0
2022-04-14 18:00:00+09:00,0,0,14/4/2022 18:00,29580,0,,76,224.11,22,くもり,29580,0
2022-04-14 18:30:00+09:00,0,0,14/4/2022 18:30,29420,0,,72,0,31,少雨,29420,0
2022-04-14 19:00:00+09:00,0,0,14/4/2022 19:00,9932,0,,67,0,31,少雨,9932,0
2022-04-14 19:30:00+09:00,0,0,14/4/2022 19:30,5736,0,,69,0,32,弱い雨,5736,0
2022-04-14 20:00:00+09:00,0,0,14/4/2022 20:00,2478,0,,71,0,32,弱い雨,2478,0
2022-04-14 20:30:00+09:00,0,0,14/4/2022 20:30,2549,0,,70,0,32,弱い雨,2549,0
2022-04-14 21:00:00+09:00,0,0,14/4/2022 21:00,2450,0,,69,0,32,弱い雨,2450,0
2022-04-14 21:30:00+09:00,0,0,14/4/2022 21:30,2396,0,,64,0,32,弱い雨,2396,0
2022-04-14 22:00:00+09:00,0,0,14/4/2022 22:00,2342,0,,59,0,32,弱い雨,2342,0
2022-04-14 22:30:00+09:00,0,0,14/4/2022 22:30,2363,0,,75,0,31,少雨,2363,0
2022-04-14 23:00:00+09:00,0,0,14/4/2022 23:00,2429,0,,91,0,31,少雨,2429,0
2022-04-14 23:30:00+09:00,0,0,14/4/2022 23:30,2482,0,,93,0,32,弱い雨,2482,0
2022-04-15 00:00:00+09:00,0,0,15/4/2022 0:00,2397,0,,100,0,31,少雨,2397,0
2022-04-15 00:30:00+09:00,0,0,15/4/2022 0:30,2445,0,,100,0,22,くもり,2445,0
2022-04-15 01:00:00+09:00,0,0,15/4/2022 1:00,2541,0,,99,0,31,少雨,2541,0
2022-04-15 01:30:00+09:00,0,0,15/4/2022 1:30,2438,0,,100,0,31,少雨,2438,0
2022-04-15 02:00:00+09:00,0,0,15/4/2022 2:00,2391,0,,100,0,31,少雨,2391,0
2022-04-15 02:30:00+09:00,0,0,15/4/2022 2:30,2466,0,,100,0,32,弱い雨,2466,0
2022-04-15 03:00:00+09:00,0,0,15/4/2022 3:00,2372,0,,100,0,31,少雨,2372,0
2022-04-15 03:30:00+09:00,0,0,15/4/2022 3:30,2370,0,,91,0,31,少雨,2370,0
2022-04-15 04:00:00+09:00,0,0,15/4/2022 4:00,2368,0,,94,0,31,少雨,2368,0
2022-04-15 04:30:00+09:00,0,0,15/4/2022 4:30,2419,0,,94,0,31,少雨,2419,0
2022-04-15 05:00:00+09:00,0,0,15/4/2022 5:00,2411,0,,85,0,31,少雨,2411,0
2022-04-15 05:30:00+09:00,30,0,15/4/2022 5:30,2322,0,,99,56.58,31,少雨,2322,30
2022-04-15 06:00:00+09:00,730,2130,15/4/2022 6:00,1107,643,,100,383.12,31,少雨,1107,2860
2022-04-15 06:30:00+09:00,1960,8160,15/4/2022 6:30,219,2249,,43,708.37,32,弱い雨,219,10120
2022-04-15 07:00:00+09:00,6480,25090,15/4/2022 7:00,0,23179,,55,1026.76,31,少雨,0,31570
2022-04-15 07:30:00+09:00,9300,38470,15/4/2022 7:30,0,38914,,49,1332.85,31,少雨,0,47770
2022-04-15 08:00:00+09:00,14540,58100,15/4/2022 8:00,0,63440,,65,1621.39,31,少雨,0,72640
2022-04-15 08:30:00+09:00,11630,45250,15/4/2022 8:30,0,43512,,71,1887.46,31,少雨,0,56880
2022-04-15 09:00:00+09:00,9190,35260,15/4/2022 9:00,0,15648,,57,2491.08,31,少雨,0,44450
2022-04-15 09:30:00+09:00,17540,68990,15/4/2022 9:30,0,56781,,56,2769.6,22,くもり,0,86530
2022-04-15 10:00:00+09:00,13180,51530,15/4/2022 10:00,0,35458,,45,3005.86,22,くもり,0,64710
2022-04-15 10:30:00+09:00,12490,48760,15/4/2022 10:30,0,31931,,29,3034.25,22,くもり,0,61250
2022-04-15 11:00:00+09:00,10840,42110,15/4/2022 11:00,0,23966,,46,3041.08,22,くもり,0,52950
2022-04-15 11:30:00+09:00,7860,29930,15/4/2022 11:30,0,9141,,53,3136,22,くもり,0,37790
2022-04-15 12:00:00+09:00,6600,24980,15/4/2022 12:00,3,2921,,43,3183.88,22,くもり,3,31580
2022-04-15 12:30:00+09:00,7540,28690,15/4/2022 12:30,0,7532,,45,3254.71,31,少雨,0,36230
2022-04-15 13:00:00+09:00,8980,34390,15/4/2022 13:00,1001,15512,,56,3275.48,31,少雨,1001,43370
2022-04-15 13:30:00+09:00,7980,30370,15/4/2022 13:30,32,9633,,82,3482.86,32,弱い雨,32,38350
2022-04-15 14:00:00+09:00,4070,14710,15/4/2022 14:00,8057,156,,79,3714.5,32,弱い雨,8057,18780
2022-04-15 14:30:00+09:00,9140,34380,15/4/2022 14:30,712,15362,,83,3136.48,31,少雨,712,43520
2022-04-15 15:00:00+09:00,6870,25910,15/4/2022 15:00,289,4042,,87,2600.47,31,少雨,289,32780
2022-04-15 15:30:00+09:00,4270,15580,15/4/2022 15:30,9357,699,,83,2235.14,31,少雨,9357,19850
2022-04-15 16:00:00+09:00,3870,13830,15/4/2022 16:00,10728,0,,79,1845.29,31,少雨,10728,17700
2022-04-15 16:30:00+09:00,2710,9330,15/4/2022 16:30,16353,0,,74,1450.16,31,少雨,16353,12040
