,30001（Wh）,30011（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,cloud(%),solar(W/m2),telop_code,telop_name,power_consumption,solar_generation
2022-03-07 00:00:00+09:00,0,0,7/3/2022 0:00,2694,0,,,,,,2694,0
2022-03-07 00:30:00+09:00,0,0,7/3/2022 0:30,2698,0,,,,,,2698,0
2022-03-07 01:00:00+09:00,0,0,7/3/2022 1:00,2687,0,,,,,,2687,0
2022-03-07 01:30:00+09:00,0,0,7/3/2022 1:30,2619,0,,,,,,2619,0
2022-03-07 02:00:00+09:00,0,0,7/3/2022 2:00,2635,0,,,,,,2635,0
2022-03-07 02:30:00+09:00,0,0,7/3/2022 2:30,2679,0,,,,,,2679,0
2022-03-07 03:00:00+09:00,0,0,7/3/2022 3:00,2649,0,,,,,,2649,0
2022-03-07 03:30:00+09:00,0,0,7/3/2022 3:30,2649,0,,,,,,2649,0
2022-03-07 04:00:00+09:00,0,0,7/3/2022 4:00,2606,0,,,,,,2606,0
2022-03-07 04:30:00+09:00,0,0,7/3/2022 4:30,2647,0,,,,,,2647,0
2022-03-07 05:00:00+09:00,0,0,7/3/2022 5:00,2736,0,,,,,,2736,0
2022-03-07 05:30:00+09:00,0,0,7/3/2022 5:30,2652,0,,,,,,2652,0
2022-03-07 06:00:00+09:00,70,0,7/3/2022 6:00,2676,0,,,,,,2676,70
2022-03-07 06:30:00+09:00,1090,4150,7/3/2022 6:30,1029,834,,,,,,1029,5240
2022-03-07 07:00:00+09:00,4690,19500,7/3/2022 7:00,0,15701,,,,,,0,24190
2022-03-07 07:30:00+09:00,7720,31540,7/3/2022 7:30,0,30555,,,,,,0,39260
2022-03-07 08:00:00+09:00,11180,45170,7/3/2022 8:00,0,46915,,,,,,0,56350
2022-03-07 08:30:00+09:00,15300,61330,7/3/2022 8:30,0,62809,,,,,,0,76630
2022-03-07 09:00:00+09:00,18350,73630,7/3/2022 9:00,0,23022,,,,,,0,91980
2022-03-07 09:30:00+09:00,21380,85400,7/3/2022 9:30,0,52561,,,,,,0,106780
2022-03-07 10:00:00+09:00,23090,90890,7/3/2022 10:00,0,64522,,,,,,0,113980
2022-03-07 10:30:00+09:00,24300,96160,7/3/2022 10:30,0,72734,,,,,,0,120460
2022-03-07 11:00:00+09:00,24520,96770,7/3/2022 11:00,0,75868,,,,,,0,121290
2022-03-07 11:30:00+09:00,24570,97750,7/3/2022 11:30,0,76770,,,,,,0,122320
2022-03-07 12:00:00+09:00,24620,97570,7/3/2022 12:00,0,77014,,,,,,0,122190
2022-03-07 12:30:00+09:00,22100,85460,7/3/2022 12:30,0,64340,,,,,,0,107560
2022-03-07 13:00:00+09:00,20780,79950,7/3/2022 13:00,0,57462,,,,,,0,100730
2022-03-07 13:30:00+09:00,15610,59990,7/3/2022 13:30,0,35857,,,,,,0,75600
2022-03-07 14:00:00+09:00,12870,49250,7/3/2022 14:00,0,20255,,,,,,0,62120
2022-03-07 14:30:00+09:00,11100,42330,7/3/2022 14:30,0,12558,,,,,,0,53430
2022-03-07 15:00:00+09:00,9380,35450,7/3/2022 15:00,696,3527,,,,,,696,44830
2022-03-07 15:30:00+09:00,8070,30090,7/3/2022 15:30,2954,1317,,,,,,2954,38160
2022-03-07 16:00:00+09:00,6220,22740,7/3/2022 16:00,13027,0,,,,,,13027,28960
2022-03-07 16:30:00+09:00,4020,14110,7/3/2022 16:30,25377,0,,,,,,25377,18130
2022-03-07 17:00:00+09:00,1690,5230,7/3/2022 17:00,36065,0,,,,,,36065,6920
2022-03-07 17:30:00+09:00,220,250,7/3/2022 17:30,47722,0,,,,,,47722,470
2022-03-07 18:00:00+09:00,0,0,7/3/2022 18:00,48999,0,,,,,,48999,0
2022-03-07 18:30:00+09:00,0,0,7/3/2022 18:30,45236,0,,,,,,45236,0
2022-03-07 19:00:00+09:00,0,0,7/3/2022 19:00,13745,0,,,,,,13745,0
2022-03-07 19:30:00+09:00,0,0,7/3/2022 19:30,2716,0,,,,,,2716,0
2022-03-07 20:00:00+09:00,0,0,7/3/2022 20:00,2759,0,,,,,,2759,0
2022-03-07 20:30:00+09:00,0,0,7/3/2022 20:30,2688,0,,,,,,2688,0
2022-03-07 21:00:00+09:00,0,0,7/3/2022 21:00,2611,0,,,,,,2611,0
2022-03-07 21:30:00+09:00,0,0,7/3/2022 21:30,2616,0,,,,,,2616,0
2022-03-07 22:00:00+09:00,0,0,7/3/2022 22:00,2637,0,,,,,,2637,0
2022-03-07 22:30:00+09:00,0,0,7/3/2022 22:30,2618,0,,,,,,2618,0
2022-03-07 23:00:00+09:00,0,0,7/3/2022 23:00,2635,0,,,,,,2635,0
2022-03-07 23:30:00+09:00,0,0,7/3/2022 23:30,2638,0,,,,,,2638,0
2022-03-08 00:00:00+09:00,0,0,8/3/2022 0:00,2723,0,,,,,,2723,0
2022-03-08 00:30:00+09:00,0,0,8/3/2022 0:30,2680,0,,,,,,2680,0
2022-03-08 01:00:00+09:00,0,0,8/3/2022 1:00,2673,0,,,,,,2673,0
2022-03-08 01:30:00+09:00,0,0,8/3/2022 1:30,2671,0,,,,,,2671,0
2022-03-08 02:00:00+09:00,0,0,8/3/2022 2:00,2652,0,,,,,,2652,0
2022-03-08 02:30:00+09:00,0,0,8/3/2022 2:30,2629,0,,,,,,2629,0
2022-03-08 03:00:00+09:00,0,0,8/3/2022 3:00,2638,0,,,,,,2638,0
2022-03-08 03:30:00+09:00,0,0,8/3/2022 3:30,2613,0,,,,,,2613,0
2022-03-08 04:00:00+09:00,0,0,8/3/2022 4:00,2638,0,,,,,,2638,0
2022-03-08 04:30:00+09:00,0,0,8/3/2022 4:30,2621,0,,,,,,2621,0
2022-03-08 05:00:00+09:00,0,0,8/3/2022 5:00,2698,0,,,,,,2698,0
2022-03-08 05:30:00+09:00,0,0,8/3/2022 5:30,2633,0,,,,,,2633,0
2022-03-08 06:00:00+09:00,100,0,8/3/2022 6:00,3756,0,,,,,,3756,100
2022-03-08 06:30:00+09:00,1300,4780,8/3/2022 6:30,3227,389,,,,,,3227,6080
2022-03-08 07:00:00+09:00,4040,16370,8/3/2022 7:00,0,8791,,,,,,0,20410
2022-03-08 07:30:00+09:00,7390,30580,8/3/2022 7:30,0,25705,,,,,,0,37970
2022-03-08 08:00:00+09:00,10870,44540,8/3/2022 8:00,0,42778,,,,,,0,55410
2022-03-08 08:30:00+09:00,14390,58080,8/3/2022 8:30,0,50232,,,,,,0,72470
2022-03-08 09:00:00+09:00,17090,68560,8/3/2022 9:00,0,17693,,,,,,0,85650
2022-03-08 09:30:00+09:00,19320,77060,8/3/2022 9:30,0,45107,,,,,,0,96380
2022-03-08 10:00:00+09:00,21380,84860,8/3/2022 10:00,0,59973,,,,,,0,106240
2022-03-08 10:30:00+09:00,21000,82230,8/3/2022 10:30,0,58823,,,,,,0,103230
2022-03-08 11:00:00+09:00,23670,93200,8/3/2022 11:00,0,72718,,,,,,0,116870
2022-03-08 11:30:00+09:00,20470,80280,8/3/2022 11:30,0,58353,,,,,,0,100750
2022-03-08 12:00:00+09:00,22120,86450,8/3/2022 12:00,0,67038,,,,,,0,108570
2022-03-08 12:30:00+09:00,23110,90350,8/3/2022 12:30,0,73104,,,,,,0,113460
2022-03-08 13:00:00+09:00,23700,92450,8/3/2022 13:00,0,78032,,,,,,0,116150
2022-03-08 13:30:00+09:00,22930,88800,8/3/2022 13:30,0,72755,,,,,,0,111730
2022-03-08 14:00:00+09:00,21250,80580,8/3/2022 14:00,0,64806,,,,,,0,101830
2022-03-08 14:30:00+09:00,19210,72380,8/3/2022 14:30,0,54555,,,,,,0,91590
2022-03-08 15:00:00+09:00,16310,60160,8/3/2022 15:00,0,41393,,,,,,0,76470
2022-03-08 15:30:00+09:00,12900,46830,8/3/2022 15:30,0,23370,,,,,,0,59730
2022-03-08 16:00:00+09:00,9340,32830,8/3/2022 16:00,1722,5719,,,,,,1722,42170
2022-03-08 16:30:00+09:00,5390,17600,8/3/2022 16:30,14857,0,,,,,,14857,22990
2022-03-08 17:00:00+09:00,2400,6630,8/3/2022 17:00,31020,0,,,,,,31020,9030
2022-03-08 17:30:00+09:00,410,560,8/3/2022 17:30,43831,0,,,,,,43831,970
2022-03-08 18:00:00+09:00,0,0,8/3/2022 18:00,44110,0,,,,,,44110,0
2022-03-08 18:30:00+09:00,0,0,8/3/2022 18:30,46411,0,,,,,,46411,0
2022-03-08 19:00:00+09:00,0,0,8/3/2022 19:00,22382,0,,,,,,22382,0
2022-03-08 19:30:00+09:00,0,0,8/3/2022 19:30,3206,0,,,,,,3206,0
2022-03-08 20:00:00+09:00,0,0,8/3/2022 20:00,2682,0,,,,,,2682,0
2022-03-08 20:30:00+09:00,0,0,8/3/2022 20:30,2632,0,,,,,,2632,0
2022-03-08 21:00:00+09:00,0,0,8/3/2022 21:00,2648,0,,,,,,2648,0
2022-03-08 21:30:00+09:00,0,0,8/3/2022 21:30,2647,0,,,,,,2647,0
2022-03-08 22:00:00+09:00,0,0,8/3/2022 22:00,2652,0,,,,,,2652,0
2022-03-08 22:30:00+09:00,0,0,8/3/2022 22:30,2711,0,,,,,,2711,0
2022-03-08 23:00:00+09:00,0,0,8/3/2022 23:00,2698,0,,,,,,2698,0
2022-03-08 23:30:00+09:00,0,0,8/3/2022 23:30,2647,0,,,,,,2647,0
2022-03-09 00:00:00+09:00,0,0,9/3/2022 0:00,2729,0,,,,,,2729,0
2022-03-09 00:30:00+09:00,0,0,9/3/2022 0:30,2711,0,,,,,,2711,0
2022-03-09 01:00:00+09:00,0,0,9/3/2022 1:00,2725,0,,,,,,2725,0
2022-03-09 01:30:00+09:00,0,0,9/3/2022 1:30,2687,0,,,,,,2687,0
2022-03-09 02:00:00+09:00,0,0,9/3/2022 2:00,2675,0,,,,,,2675,0
2022-03-09 02:30:00+09:00,0,0,9/3/2022 2:30,2661,0,,,,,,2661,0
2022-03-09 03:00:00+09:00,0,0,9/3/2022 3:00,2636,0,,,,,,2636,0
2022-03-09 03:30:00+09:00,0,0,9/3/2022 3:30,2194,0,,,,,,2194,0
2022-03-09 04:00:00+09:00,0,0,9/3/2022 4:00,2639,0,,,,,,2639,0
2022-03-09 04:30:00+09:00,0,0,9/3/2022 4:30,2618,0,,,,,,2618,0
2022-03-09 05:00:00+09:00,0,0,9/3/2022 5:00,2715,0,,,,,,2715,0
2022-03-09 05:30:00+09:00,0,0,9/3/2022 5:30,2672,0,,,,,,2672,0
2022-03-09 06:00:00+09:00,130,0,9/3/2022 6:00,2781,0,,,,,,2781,130
2022-03-09 06:30:00+09:00,1300,5280,9/3/2022 6:30,4870,0,,,,,,4870,6580
2022-03-09 07:00:00+09:00,4520,18120,9/3/2022 7:00,128,10711,,,,,,128,22640
2022-03-09 07:30:00+09:00,6850,27250,9/3/2022 7:30,0,21940,,,,,,0,34100
2022-03-09 08:00:00+09:00,10350,41220,9/3/2022 8:00,0,39162,,,,,,0,51570
2022-03-09 08:30:00+09:00,15800,63300,9/3/2022 8:30,0,63888,,,,,,0,79100
2022-03-09 09:00:00+09:00,17070,67870,9/3/2022 9:00,20,19715,,,,,,20,84940
2022-03-09 09:30:00+09:00,15660,61760,9/3/2022 9:30,0,28068,,,,,,0,77420
2022-03-09 10:00:00+09:00,13790,53610,9/3/2022 10:00,0,22963,,,,,,0,67400
2022-03-09 10:30:00+09:00,13310,51570,9/3/2022 10:30,0,22696,,,,,,0,64880
2022-03-09 11:00:00+09:00,13150,51010,9/3/2022 11:00,0,21431,,,,,,0,64160
2022-03-09 11:30:00+09:00,15980,62260,9/3/2022 11:30,0,37368,,,,,,0,78240
2022-03-09 12:00:00+09:00,17600,67690,9/3/2022 12:00,0,44721,,,,,,0,85290
2022-03-09 12:30:00+09:00,13480,52180,9/3/2022 12:30,0,26149,,,,,,0,65660
2022-03-09 13:00:00+09:00,13100,50590,9/3/2022 13:00,0,24092,,,,,,0,63690
2022-03-09 13:30:00+09:00,11590,44400,9/3/2022 13:30,0,17922,,,,,,0,55990
2022-03-09 14:00:00+09:00,13040,49790,9/3/2022 14:00,0,24250,,,,,,0,62830
2022-03-09 14:30:00+09:00,14770,55740,9/3/2022 14:30,548,32795,,,,,,548,70510
2022-03-09 15:00:00+09:00,11160,41540,9/3/2022 15:00,190,15764,,,,,,190,52700
2022-03-09 15:30:00+09:00,14200,52390,9/3/2022 15:30,0,28745,,,,,,0,66590
2022-03-09 16:00:00+09:00,9560,33900,9/3/2022 16:00,752,7346,,,,,,752,43460
2022-03-09 16:30:00+09:00,5670,18680,9/3/2022 16:30,13371,0,,,,,,13371,24350
2022-03-09 17:00:00+09:00,2440,6720,9/3/2022 17:00,29789,0,,,,,,29789,9160
2022-03-09 17:30:00+09:00,400,560,9/3/2022 17:30,38556,0,,,,,,38556,960
2022-03-09 18:00:00+09:00,0,0,9/3/2022 18:00,45711,0,,,,,,45711,0
2022-03-09 18:30:00+09:00,0,0,9/3/2022 18:30,44500,0,,,,,,44500,0
2022-03-09 19:00:00+09:00,0,0,9/3/2022 19:00,15103,0,,,,,,15103,0
2022-03-09 19:30:00+09:00,0,0,9/3/2022 19:30,2618,0,,,,,,2618,0
2022-03-09 20:00:00+09:00,0,0,9/3/2022 20:00,2610,0,,,,,,2610,0
2022-03-09 20:30:00+09:00,0,0,9/3/2022 20:30,2585,0,,,,,,2585,0
2022-03-09 21:00:00+09:00,0,0,9/3/2022 21:00,2739,0,,,,,,2739,0
2022-03-09 21:30:00+09:00,0,0,9/3/2022 21:30,2754,0,,,,,,2754,0
2022-03-09 22:00:00+09:00,0,0,9/3/2022 22:00,2226,0,,,,,,2226,0
2022-03-09 22:30:00+09:00,0,0,9/3/2022 22:30,2610,0,,,,,,2610,0
2022-03-09 23:00:00+09:00,0,0,9/3/2022 23:00,2616,0,,,,,,2616,0
2022-03-09 23:30:00+09:00,0,0,9/3/2022 23:30,2628,0,,,,,,2628,0
2022-03-10 00:00:00+09:00,0,0,10/3/2022 0:00,2664,0,,,,,,2664,0
2022-03-10 00:30:00+09:00,0,0,10/3/2022 0:30,2692,0,,,,,,2692,0
2022-03-10 01:00:00+09:00,0,0,10/3/2022 1:00,2703,0,,,,,,2703,0
2022-03-10 01:30:00+09:00,0,0,10/3/2022 1:30,2597,0,,,,,,2597,0
2022-03-10 02:00:00+09:00,0,0,10/3/2022 2:00,2648,0,,,,,,2648,0
2022-03-10 02:30:00+09:00,0,0,10/3/2022 2:30,2669,0,,,,,,2669,0
2022-03-10 03:00:00+09:00,0,0,10/3/2022 3:00,2657,0,,,,,,2657,0
2022-03-10 03:30:00+09:00,0,0,10/3/2022 3:30,2663,0,,,,,,2663,0
2022-03-10 04:00:00+09:00,0,0,10/3/2022 4:00,2643,0,,,,,,2643,0
2022-03-10 04:30:00+09:00,0,0,10/3/2022 4:30,2626,0,,,,,,2626,0
2022-03-10 05:00:00+09:00,0,0,10/3/2022 5:00,2618,0,,,,,,2618,0
2022-03-10 05:30:00+09:00,0,0,10/3/2022 5:30,2609,0,,,,,,2609,0
2022-03-10 06:00:00+09:00,160,50,10/3/2022 6:00,3890,0,,,,,,3890,210
2022-03-10 06:30:00+09:00,1650,7160,10/3/2022 6:30,3704,1113,,,,,,3704,8810
2022-03-10 07:00:00+09:00,4820,19300,10/3/2022 7:00,0,12499,,,,,,0,24120
2022-03-10 07:30:00+09:00,6500,25850,10/3/2022 7:30,0,20450,,,,,,0,32350
2022-03-10 08:00:00+09:00,8740,34340,10/3/2022 8:00,0,31041,,,,,,0,43080
2022-03-10 08:30:00+09:00,14250,57140,10/3/2022 8:30,0,51861,,,,,,0,71390
2022-03-10 09:00:00+09:00,15370,61560,10/3/2022 9:00,4452,16745,,,,,,4452,76930
2022-03-10 09:30:00+09:00,19160,76600,10/3/2022 9:30,0,48932,,,,,,0,95760
2022-03-10 10:00:00+09:00,20160,79210,10/3/2022 10:00,0,56674,,,,,,0,99370
2022-03-10 10:30:00+09:00,17430,68150,10/3/2022 10:30,0,44811,,,,,,0,85580
2022-03-10 11:00:00+09:00,21430,84540,10/3/2022 11:00,0,65360,,,,,,0,105970
2022-03-10 11:30:00+09:00,22680,88960,10/3/2022 11:30,0,71143,,,,,,0,111640
2022-03-10 12:00:00+09:00,22960,89320,10/3/2022 12:00,0,72881,,,,,,0,112280
2022-03-10 12:30:00+09:00,23340,90840,10/3/2022 12:30,0,78298,,,,,,0,114180
2022-03-10 13:00:00+09:00,23410,89780,10/3/2022 13:00,0,76771,,,,,,0,113190
2022-03-10 13:30:00+09:00,22960,88000,10/3/2022 13:30,0,74866,,,,,,0,110960
2022-03-10 14:00:00+09:00,20940,80070,10/3/2022 14:00,0,67003,,,,,,0,101010
2022-03-10 14:30:00+09:00,18730,70880,10/3/2022 14:30,0,56665,,,,,,0,89610
2022-03-10 15:00:00+09:00,15960,59800,10/3/2022 15:00,0,43766,,,,,,0,75760
2022-03-10 15:30:00+09:00,12700,46580,10/3/2022 15:30,0,26599,,,,,,0,59280
2022-03-10 16:00:00+09:00,9250,32680,10/3/2022 16:00,733,10265,,,,,,733,41930
2022-03-10 16:30:00+09:00,5790,19180,10/3/2022 16:30,7741,114,,,,,,7741,24970
2022-03-10 17:00:00+09:00,2500,7120,10/3/2022 17:00,26478,0,,,,,,26478,9620
2022-03-10 17:30:00+09:00,420,640,10/3/2022 17:30,38618,0,,,,,,38618,1060
2022-03-10 18:00:00+09:00,0,0,10/3/2022 18:00,41685,0,,,,,,41685,0
2022-03-10 18:30:00+09:00,0,0,10/3/2022 18:30,39033,0,,,,,,39033,0
2022-03-10 19:00:00+09:00,0,0,10/3/2022 19:00,10731,0,,,,,,10731,0
2022-03-10 19:30:00+09:00,0,0,10/3/2022 19:30,3488,0,,,,,,3488,0
2022-03-10 20:00:00+09:00,0,0,10/3/2022 20:00,2506,0,,,,,,2506,0
2022-03-10 20:30:00+09:00,0,0,10/3/2022 20:30,2542,0,,,,,,2542,0
2022-03-10 21:00:00+09:00,0,0,10/3/2022 21:00,2555,0,,,,,,2555,0
2022-03-10 21:30:00+09:00,0,0,10/3/2022 21:30,2565,0,,,,,,2565,0
2022-03-10 22:00:00+09:00,0,0,10/3/2022 22:00,2606,0,,,,,,2606,0
2022-03-10 22:30:00+09:00,0,0,10/3/2022 22:30,2586,0,,,,,,2586,0
2022-03-10 23:00:00+09:00,0,0,10/3/2022 23:00,2595,0,,,,,,2595,0
2022-03-10 23:30:00+09:00,0,0,10/3/2022 23:30,2727,0,,,,,,2727,0
2022-03-11 00:00:00+09:00,0,0,11/3/2022 0:00,2662,0,,,,,,2662,0
2022-03-11 00:30:00+09:00,0,0,11/3/2022 0:30,2618,0,,,,,,2618,0
2022-03-11 01:00:00+09:00,0,0,11/3/2022 1:00,2619,0,,,,,,2619,0
2022-03-11 01:30:00+09:00,0,0,11/3/2022 1:30,2617,0,,,,,,2617,0
2022-03-11 02:00:00+09:00,0,0,11/3/2022 2:00,2640,0,,,,,,2640,0
2022-03-11 02:30:00+09:00,0,0,11/3/2022 2:30,2558,0,,,,,,2558,0
2022-03-11 03:00:00+09:00,0,0,11/3/2022 3:00,2578,0,,,,,,2578,0
2022-03-11 03:30:00+09:00,0,0,11/3/2022 3:30,2572,0,,,,,,2572,0
2022-03-11 04:00:00+09:00,0,0,11/3/2022 4:00,2568,0,,,,,,2568,0
2022-03-11 04:30:00+09:00,0,0,11/3/2022 4:30,2551,0,,,,,,2551,0
2022-03-11 05:00:00+09:00,0,0,11/3/2022 5:00,2675,0,,,,,,2675,0
2022-03-11 05:30:00+09:00,0,0,11/3/2022 5:30,2607,0,,,,,,2607,0
2022-03-11 06:00:00+09:00,210,200,11/3/2022 6:00,4240,0,,,,,,4240,410
2022-03-11 06:30:00+09:00,1410,6900,11/3/2022 6:30,3857,451,,,,,,3857,8310
2022-03-11 07:00:00+09:00,3980,16510,11/3/2022 7:00,0,8685,,,,,,0,20490
2022-03-11 07:30:00+09:00,7310,29850,11/3/2022 7:30,0,25114,,,,,,0,37160
2022-03-11 08:00:00+09:00,10880,44200,11/3/2022 8:00,0,42745,,,,,,0,55080
2022-03-11 08:30:00+09:00,13980,56600,11/3/2022 8:30,0,51754,,,,,,0,70580
2022-03-11 09:00:00+09:00,17310,69800,11/3/2022 9:00,0,36499,,,,,,0,87110
2022-03-11 09:30:00+09:00,19680,78830,11/3/2022 9:30,0,55321,,,,,,0,98510
2022-03-11 10:00:00+09:00,21720,86690,11/3/2022 10:00,0,68529,,,,,,0,108410
2022-03-11 10:30:00+09:00,22990,91150,11/3/2022 10:30,0,75560,,,,,,0,114140
2022-03-11 11:00:00+09:00,23540,92920,11/3/2022 11:00,0,78432,,,,,,0,116460
2022-03-11 11:30:00+09:00,24110,94880,11/3/2022 11:30,0,81461,,,,,,0,118990
2022-03-11 12:00:00+09:00,24200,94950,11/3/2022 12:00,0,82077,,,,,,0,119150
2022-03-11 12:30:00+09:00,24060,93550,11/3/2022 12:30,0,82271,,,,,,0,117610
2022-03-11 13:00:00+09:00,23220,89080,11/3/2022 13:00,0,77024,,,,,,0,112300
2022-03-11 13:30:00+09:00,20390,77970,11/3/2022 13:30,0,63785,,,,,,0,98360
2022-03-11 14:00:00+09:00,19940,75750,11/3/2022 14:00,0,61925,,,,,,0,95690
2022-03-11 14:30:00+09:00,17970,67950,11/3/2022 14:30,0,52268,,,,,,0,85920
2022-03-11 15:00:00+09:00,15480,57890,11/3/2022 15:00,0,39909,,,,,,0,73370
2022-03-11 15:30:00+09:00,11500,41990,11/3/2022 15:30,0,21342,,,,,,0,53490
2022-03-11 16:00:00+09:00,8530,30470,11/3/2022 16:00,244,7037,,,,,,244,39000
2022-03-11 16:30:00+09:00,5210,17630,11/3/2022 16:30,10346,0,,,,,,10346,22840
2022-03-11 17:00:00+09:00,2010,5890,11/3/2022 17:00,25713,0,,,,,,25713,7900
2022-03-11 17:30:00+09:00,340,410,11/3/2022 17:30,32967,0,,,,,,32967,750
2022-03-11 18:00:00+09:00,0,0,11/3/2022 18:00,34645,0,,,,,,34645,0
2022-03-11 18:30:00+09:00,0,0,11/3/2022 18:30,33776,0,,,,,,33776,0
2022-03-11 19:00:00+09:00,0,0,11/3/2022 19:00,15492,0,,,,,,15492,0
2022-03-11 19:30:00+09:00,0,0,11/3/2022 19:30,2540,0,,,,,,2540,0
2022-03-11 20:00:00+09:00,0,0,11/3/2022 20:00,2500,0,,,,,,2500,0
2022-03-11 20:30:00+09:00,0,0,11/3/2022 20:30,2552,0,,,,,,2552,0
2022-03-11 21:00:00+09:00,0,0,11/3/2022 21:00,2451,0,,,,,,2451,0
2022-03-11 21:30:00+09:00,0,0,11/3/2022 21:30,2500,0,,,,,,2500,0
2022-03-11 22:00:00+09:00,0,0,11/3/2022 22:00,2483,0,,,,,,2483,0
2022-03-11 22:30:00+09:00,0,0,11/3/2022 22:30,2470,0,,,,,,2470,0
2022-03-11 23:00:00+09:00,0,0,11/3/2022 23:00,2649,0,,,,,,2649,0
2022-03-11 23:30:00+09:00,0,0,11/3/2022 23:30,2668,0,,,,,,2668,0
2022-03-12 00:00:00+09:00,0,0,12/3/2022 0:00,2602,0,,,,,,2602,0
2022-03-12 00:30:00+09:00,0,0,12/3/2022 0:30,2695,0,,,,,,2695,0
2022-03-12 01:00:00+09:00,0,0,12/3/2022 1:00,2622,0,,,,,,2622,0
2022-03-12 01:30:00+09:00,0,0,12/3/2022 1:30,2677,0,,,,,,2677,0
2022-03-12 02:00:00+09:00,0,0,12/3/2022 2:00,2622,0,,,,,,2622,0
2022-03-12 02:30:00+09:00,0,0,12/3/2022 2:30,2648,0,,,,,,2648,0
2022-03-12 03:00:00+09:00,0,0,12/3/2022 3:00,2590,0,,,,,,2590,0
2022-03-12 03:30:00+09:00,0,0,12/3/2022 3:30,2591,0,,,,,,2591,0
2022-03-12 04:00:00+09:00,0,0,12/3/2022 4:00,2630,0,,,,,,2630,0
2022-03-12 04:30:00+09:00,0,0,12/3/2022 4:30,2606,0,,,,,,2606,0
2022-03-12 05:00:00+09:00,0,0,12/3/2022 5:00,2679,0,,,,,,2679,0
2022-03-12 05:30:00+09:00,0,0,12/3/2022 5:30,2613,0,,,,,,2613,0
2022-03-12 06:00:00+09:00,160,40,12/3/2022 6:00,4502,0,,,,,,4502,200
2022-03-12 06:30:00+09:00,1120,4990,12/3/2022 6:30,5121,0,,,,,,5121,6110
2022-03-12 07:00:00+09:00,3570,15040,12/3/2022 7:00,47,7335,,,,,,47,18610
2022-03-12 07:30:00+09:00,6910,27920,12/3/2022 7:30,0,23223,,,,,,0,34830
2022-03-12 08:00:00+09:00,10600,43060,12/3/2022 8:00,0,41679,,,,,,0,53660
2022-03-12 08:30:00+09:00,13600,54950,12/3/2022 8:30,0,49201,,,,,,0,68550
2022-03-12 09:00:00+09:00,16570,66700,12/3/2022 9:00,0,29208,,,,,,0,83270
2022-03-12 09:30:00+09:00,17860,71410,12/3/2022 9:30,0,51256,,,,,,0,89270
2022-03-12 10:00:00+09:00,21010,83510,12/3/2022 10:00,0,66512,,,,,,0,104520
2022-03-12 10:30:00+09:00,22540,89310,12/3/2022 10:30,0,83258,,,,,,0,111850
2022-03-12 11:00:00+09:00,23400,92000,12/3/2022 11:00,0,89416,,,,,,0,115400
2022-03-12 11:30:00+09:00,23790,93210,12/3/2022 11:30,0,91202,,,,,,0,117000
2022-03-12 12:00:00+09:00,23800,93320,12/3/2022 12:00,0,90870,,,,,,0,117120
2022-03-12 12:30:00+09:00,23820,92920,12/3/2022 12:30,0,90445,,,,,,0,116740
2022-03-12 13:00:00+09:00,22400,86350,12/3/2022 13:00,0,82655,,,,,,0,108750
2022-03-12 13:30:00+09:00,22570,87080,12/3/2022 13:30,0,83920,,,,,,0,109650
2022-03-12 14:00:00+09:00,20800,79450,12/3/2022 14:00,0,74938,,,,,,0,100250
2022-03-12 14:30:00+09:00,18180,68650,12/3/2022 14:30,0,61890,,,,,,0,86830
2022-03-12 15:00:00+09:00,15450,57660,12/3/2022 15:00,0,48505,,,,,,0,73110
2022-03-12 15:30:00+09:00,12220,44850,12/3/2022 15:30,0,32767,,,,,,0,57070
2022-03-12 16:00:00+09:00,8830,31400,12/3/2022 16:00,0,15660,,,,,,0,40230
2022-03-12 16:30:00+09:00,5430,18240,12/3/2022 16:30,2681,1531,,,,,,2681,23670
2022-03-12 17:00:00+09:00,2210,6600,12/3/2022 17:00,20564,0,,,,,,20564,8810
2022-03-12 17:30:00+09:00,440,690,12/3/2022 17:30,29037,0,,,,,,29037,1130
2022-03-12 18:00:00+09:00,0,0,12/3/2022 18:00,30221,0,,,,,,30221,0
2022-03-12 18:30:00+09:00,0,0,12/3/2022 18:30,30057,0,,,,,,30057,0
2022-03-12 19:00:00+09:00,0,0,12/3/2022 19:00,15055,0,,,,,,15055,0
2022-03-12 19:30:00+09:00,0,0,12/3/2022 19:30,3816,0,,,,,,3816,0
2022-03-12 20:00:00+09:00,0,0,12/3/2022 20:00,2692,0,,,,,,2692,0
2022-03-12 20:30:00+09:00,0,0,12/3/2022 20:30,2705,0,,,,,,2705,0
2022-03-12 21:00:00+09:00,0,0,12/3/2022 21:00,2663,0,,,,,,2663,0
2022-03-12 21:30:00+09:00,0,0,12/3/2022 21:30,2626,0,,,,,,2626,0
2022-03-12 22:00:00+09:00,0,0,12/3/2022 22:00,2598,0,,,,,,2598,0
2022-03-12 22:30:00+09:00,0,0,12/3/2022 22:30,2713,0,,,,,,2713,0
2022-03-12 23:00:00+09:00,0,0,12/3/2022 23:00,2632,0,,,,,,2632,0
2022-03-12 23:30:00+09:00,0,0,12/3/2022 23:30,2642,0,,,,,,2642,0
2022-03-13 00:00:00+09:00,0,0,13/3/2022 0:00,2605,0,,,,,,2605,0
